num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
6043,2022,15,19,18:00 a 23:59,Noche,Octubre,Sabado,El Progreso,Guastatoya,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisi?n
6044,2022,15,6,06:00 a 11:59,Ma?ana,Octubre,Sabado,Sacatep?quez,Santiago Sacatep?quez,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Choque
6045,2022,16,8,06:00 a 11:59,Ma?ana,Octubre,Domingo,Guatemala,Guatemala,2,Autom?vil,Hyundai,Blanco,2007,2000-2009,Colisi?n
6046,2022,16,21,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Guatemala,1,Camioneta,Kia,Gris,2009,2000-2009,Colisi?n
6047,2022,16,10,06:00 a 11:59,Ma?ana,Octubre,Domingo,Guatemala,Guatemala,18,Camioneta,Kia,Blanco,2006,2000-2009,Colisi?n
6048,2022,16,2,00:00 a 05:59,Ma?ana,Octubre,Domingo,Guatemala,Guatemala,17,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Derrape
6049,2022,16,19,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Guatemala,7,Camioneta,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
6050,2022,16,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Guatemala,Villa Nueva,1,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
6051,2022,16,22,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Mixco,8,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape
6052,2022,16,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Jalapa,Jalapa,Ignorada,Motocicleta,Bajaj,Negro,2021,2020-2029,Colisi?n
6053,2022,16,2,00:00 a 05:59,Ma?ana,Octubre,Domingo,Chiquimula,Chiquimula,Ignorada,Autom?vil,Honda,Blanco,Ignorado,Ignorado,Vuelco
6054,2022,16,12,12:00 a 17:59,Tarde,Octubre,Domingo,Escuintla,San Jos?,Ignorada,Autom?vil,Mazda,Negro,2010,2010-2019,Colisi?n
6055,2022,16,19,18:00 a 23:59,Noche,Octubre,Domingo,Escuintla,Guanagazapa,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6056,2022,16,17,12:00 a 17:59,Tarde,Octubre,Domingo,Retalhuleu,El Asintal,Ignorada,Moto taxi,TVS Apache,Rojo,2019,2010-2019,Colisi?n
6057,2022,16,17,12:00 a 17:59,Tarde,Octubre,Domingo,Quetzaltenango,Quetzaltenango,Ignorada,Autom?vil,Mitsubishi,Celeste,Ignorado,Ignorado,Colisi?n
6058,2022,16,14,12:00 a 17:59,Tarde,Octubre,Domingo,Alta Verapaz,San Pedro Carch?,Ignorada,Autom?vil,Chery Destiny,Blanco,2007,2000-2009,Colisi?n
6059,2022,16,17,12:00 a 17:59,Tarde,Octubre,Domingo,Baja Verapaz,San Miguel Chicaj,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6060,2022,16,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Pet?n,Dolores,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisi?n
6061,2022,16,20,18:00 a 23:59,Noche,Octubre,Domingo,Chimaltenango,Santa Cruz Balany?,Ignorada,Camioneta,Nissan,Gris,2011,2010-2019,Colisi?n
6062,2022,16,17,12:00 a 17:59,Tarde,Octubre,Domingo,Sacatep?quez,Santiago Sacatep?quez,Ignorada,Camioneta,Kia,Celeste,2006,2000-2009,Colisi?n
6063,2022,16,6,06:00 a 11:59,Ma?ana,Octubre,Domingo,Sacatep?quez,Santiago Sacatep?quez,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape
6064,2022,17,0,00:00 a 05:59,Ma?ana,Octubre,Lunes,Guatemala,Guatemala,12,Autom?vil,Mazda,Blanco,2002,2000-2009,Choque
6065,2022,17,9,06:00 a 11:59,Ma?ana,Octubre,Lunes,Guatemala,Guatemala,11,Camioneta,Mitsubishi,Gris,2011,2010-2019,Colisi?n
6066,2022,17,1,00:00 a 05:59,Ma?ana,Octubre,Lunes,Guatemala,Villa Canales,Ignorada,Autom?vil,Mazda,Gris,2015,2010-2019,Choque
6067,2022,17,9,06:00 a 11:59,Ma?ana,Octubre,Lunes,Guatemala,Mixco,3,Motocicleta,Suzuki,Ignorado,2019,2010-2019,Colisi?n
6068,2022,17,14,12:00 a 17:59,Tarde,Octubre,Lunes,Guatemala,Mixco,6,Autom?vil,Toyota,Café,1998,1990-1999,Colisi?n
6069,2022,17,4,00:00 a 05:59,Ma?ana,Octubre,Lunes,Suchitep?quez,Cuyotenango,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisi?n
6070,2022,17,0,00:00 a 05:59,Ma?ana,Octubre,Lunes,Huehuetenango,Huehuetenango,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisi?n
6071,2022,17,6,06:00 a 11:59,Ma?ana,Octubre,Lunes,Alta Verapaz,Cob?n,Ignorada,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Derrape
6072,2022,17,7,06:00 a 11:59,Ma?ana,Octubre,Lunes,Alta Verapaz,Senah?,Ignorada,Microb?s,Nissan,Blanco,Ignorado,Ignorado,Colisi?n
6073,2022,17,14,12:00 a 17:59,Tarde,Octubre,Lunes,El Progreso,San Agust?n Acasaguastl?n,Ignorada,Autom?vil,Toyota,Corinto,2004,2000-2009,Colisi?n
6074,2022,17,23,18:00 a 23:59,Noche,Octubre,Lunes,Pet?n,Flores,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape
6075,2022,17,Ignorada,Ignorada,Ignorada,Octubre,Lunes,Pet?n,Popt?n,Ignorada,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisi?n
6076,2022,17,19,18:00 a 23:59,Noche,Octubre,Lunes,Pet?n,La Libertad,Ignorada,Cami?n,Hino,Blanco,Ignorado,Ignorado,Colisi?n
6077,2022,17,20,18:00 a 23:59,Noche,Octubre,Lunes,Chimaltenango,Chimaltenango,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6078,2022,18,13,12:00 a 17:59,Tarde,Octubre,Martes,Santa Rosa,Pueblo Nuevo Vi?as,Ignorada,Motocicleta,Isuzu,Azul,2013,2010-2019,Colisi?n
6079,2022,18,20,18:00 a 23:59,Noche,Octubre,Martes,Sacatep?quez,Santa Luc?a Milpas Altas,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape
6080,2022,18,23,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Guatemala,7,Motocicleta,Bajaj,Rojo,2017,2010-2019,Derrape
6081,2022,18,21,18:00 a 23:59,Noche,Octubre,Martes,Jalapa,Jalapa,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n
6082,2022,19,15,12:00 a 17:59,Tarde,Octubre,Miercoles,Guatemala,Guatemala,18,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n
6083,2022,19,21,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,San Pedro Ayampuc,Ignorada,Cami?n,Mitsubishi,Blanco,2003,2000-2009,Colisi?n
6084,2022,19,23,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Guatemala,14,Camioneta,Toyota,Gris,Ignorado,Ignorado,Colisi?n
6085,2022,19,22,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Guatemala,11,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
6086,2022,19,17,12:00 a 17:59,Tarde,Octubre,Miercoles,Guatemala,Villa Nueva,5,Autom?vil,Nissan,Blanco,2021,2020-2029,Colisi?n
6087,2022,19,20,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Villa Nueva,5,Autom?vil,Nissan,Gris,Ignorado,Ignorado,Colisi?n
6088,2022,19,1,00:00 a 05:59,Ma?ana,Octubre,Miercoles,Guatemala,Mixco,6,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6089,2022,19,21,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Mixco,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
6090,2022,19,13,12:00 a 17:59,Tarde,Octubre,Miercoles,Jutiapa,Quesada,Ignorada,Bus urbano,Internacional,Amarillo,1994,1990-1999,Colisi?n
6091,2022,19,23,18:00 a 23:59,Noche,Octubre,Miercoles,Jalapa,Jalapa,Ignorada,Camioneta,Toyota,Negro,Ignorado,Ignorado,Colisi?n
6092,2022,19,0,00:00 a 05:59,Ma?ana,Octubre,Miercoles,Suchitep?quez,Cuyotenango,Ignorada,Motocicleta,Bajaj,Rojo,2014,2010-2019,Colisi?n
6093,2022,19,13,12:00 a 17:59,Tarde,Octubre,Miercoles,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n
6094,2022,19,11,06:00 a 11:59,Ma?ana,Octubre,Miercoles,San Marcos,San Marcos,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n
6095,2022,19,9,06:00 a 11:59,Ma?ana,Octubre,Miercoles,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Pick up,Nissan,Café,1984,1980-1989,Colisi?n
6096,2022,19,21,18:00 a 23:59,Noche,Octubre,Miercoles,Alta Verapaz,Raxruh?,Ignorada,Pick up,Isuzu,Gris,2015,2010-2019,Colisi?n
6097,2022,19,Ignorada,Ignorada,Ignorada,Octubre,Miercoles,El Progreso,San Crist?bal Acasaguastl?n,Ignorada,Motocicleta,Wuyang,Negro,Ignorado,Ignorado,Derrape
6098,2022,19,23,18:00 a 23:59,Noche,Octubre,Miercoles,Izabal,Puerto Barrios,Ignorada,Cami?n,Internacional,Blanco,2000,2000-2009,Colisi?n
6099,2022,19,19,18:00 a 23:59,Noche,Octubre,Miercoles,Chimaltenango,Patzic?a,Ignorada,Autom?vil,Toyota,Ignorado,Ignorado,Ignorado,Choque
6100,2022,19,15,12:00 a 17:59,Tarde,Octubre,Miercoles,Sacatep?quez,Ciudad Vieja,Ignorada,Bus urbano,Internacional,Blanco,1994,1990-1999,Colisi?n
6101,2022,20,12,12:00 a 17:59,Tarde,Octubre,Jueves,Guatemala,Guatemala,4,Motocicleta,Bajaj,Rojo,2014,2010-2019,Colisi?n
6102,2022,20,19,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,18,Autom?vil,Honda,Azul,1994,1990-1999,Colisi?n
6103,2022,20,1,00:00 a 05:59,Ma?ana,Octubre,Jueves,Guatemala,Guatemala,10,Camioneta,Toyota,Gris,2019,2010-2019,Colisi?n
6104,2022,20,7,06:00 a 11:59,Ma?ana,Octubre,Jueves,Zacapa,Zacapa,Ignorada,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisi?n
6105,2022,20,15,12:00 a 17:59,Tarde,Octubre,Jueves,Escuintla,San Jos?,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6106,2022,20,9,06:00 a 11:59,Ma?ana,Octubre,Jueves,Escuintla,Pal?n,Ignorada,Pick up,Jac,Blanco,Ignorado,Ignorado,Colisi?n
6107,2022,20,8,06:00 a 11:59,Ma?ana,Octubre,Jueves,Escuintla,Siquinal?,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6108,2022,20,18,18:00 a 23:59,Noche,Octubre,Jueves,Escuintla,Masagua,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
6109,2022,20,7,06:00 a 11:59,Ma?ana,Octubre,Jueves,Suchitep?quez,Mazatenango,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
6110,2022,20,17,12:00 a 17:59,Tarde,Octubre,Jueves,Retalhuleu,Retalhuleu,4,Moto taxi,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n
6111,2022,20,17,12:00 a 17:59,Tarde,Octubre,Jueves,Retalhuleu,San Felipe Retalhuleu,Ignorada,Pick up,Toyota,Corinto,Ignorado,Ignorado,Colisi?n
6112,2022,20,14,12:00 a 17:59,Tarde,Octubre,Jueves,Retalhuleu,San Andr?s Villa Seca,Ignorada,Pick up,Toyota,Celeste,Ignorado,Ignorado,Colisi?n
6113,2022,20,12,12:00 a 17:59,Tarde,Octubre,Jueves,San Marcos,San Pedro Sacatep?quez,2,Cami?n,Hino,Blanco,1999,1990-1999,Colisi?n
6114,2022,20,3,00:00 a 05:59,Ma?ana,Octubre,Jueves,Huehuetenango,Huehuetenango,Ignorada,Camioneta,Ignorado,Beige,Ignorado,Ignorado,Colisi?n
6115,2022,20,10,06:00 a 11:59,Ma?ana,Octubre,Jueves,Huehuetenango,Huehuetenango,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6116,2022,21,21,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Guatemala,1,Autom?vil,Honda,Negro,2008,2000-2009,Colisi?n
6117,2022,21,21,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Guatemala,8,Autom?vil,Honda,Azul,1997,1990-1999,Choque
6118,2022,21,18,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Guatemala,18,Motocicleta,Avanti,Rojo,2014,2010-2019,Colisi?n
6119,2022,21,15,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,San Jos? Pinula,Ignorada,Cami?n,Isuzu,Azul,1997,1990-1999,Colisi?n
6120,2022,21,18,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Guatemala,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6121,2022,21,1,00:00 a 05:59,Ma?ana,Octubre,Viernes,Guatemala,Guatemala,11,Motocicleta,Suzuki,Azul,2021,2020-2029,Derrape
6122,2022,21,15,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,Guatemala,11,Pick up,Nissan,Blanco,2002,2000-2009,Colisi?n
6123,2022,21,11,06:00 a 11:59,Ma?ana,Octubre,Viernes,Guatemala,Villa Nueva,1,Autom?vil,Ignorado,Gris,Ignorado,Ignorado,Colisi?n
6124,2022,21,20,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Villa Nueva,4,Autom?vil,Mazda,Negro,2008,2000-2009,Colisi?n
6125,2022,21,16,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,San Juan Sacatep?quez,Ignorada,Microb?s,Toyota,Negro,1998,1990-1999,Colisi?n
6126,2022,21,23,18:00 a 23:59,Noche,Octubre,Viernes,Zacapa,R?o Hondo,Ignorada,Motocicleta,Bajaj,Gris,2022,2020-2029,Derrape
6127,2022,21,20,18:00 a 23:59,Noche,Octubre,Viernes,Escuintla,Escuintla,Ignorada,Pick up,Mazda,Verde,1998,1990-1999,Colisi?n
6128,2022,21,22,18:00 a 23:59,Noche,Octubre,Viernes,Escuintla,San Jos?,Ignorada,Motocicleta,Bajaj,Amarillo,Ignorado,Ignorado,Colisi?n
6129,2022,21,11,06:00 a 11:59,Ma?ana,Octubre,Viernes,Alta Verapaz,Cob?n,Ignorada,Pick up,Ignorado,Azul,Ignorado,Ignorado,Colisi?n
6130,2022,21,17,12:00 a 17:59,Tarde,Octubre,Viernes,Baja Verapaz,San Jer?nimo,Ignorada,Pick up,Toyota,Gris,2010,2010-2019,Colisi?n
6131,2022,21,12,12:00 a 17:59,Tarde,Octubre,Viernes,El Progreso,Sansare,Ignorada,Autom?vil,Kia,Rojo,2003,2000-2009,Choque
6132,2022,21,0,00:00 a 05:59,Ma?ana,Octubre,Viernes,Chimaltenango,El Tejar,Ignorada,Autom?vil,Hyundai,Blanco,Ignorado,Ignorado,Colisi?n
6133,2022,21,13,12:00 a 17:59,Tarde,Octubre,Viernes,Chimaltenango,El Tejar,Ignorada,Camioneta,Internacional,Blanco,2001,2000-2009,Colisi?n
6134,2022,21,6,06:00 a 11:59,Ma?ana,Octubre,Viernes,Sacatep?quez,San Juan Alotenango,Ignorada,Autom?vil,Kia,Ignorado,Ignorado,Ignorado,Colisi?n
6135,2022,21,19,18:00 a 23:59,Noche,Octubre,Viernes,Sacatep?quez,San Lucas Sacatep?quez,Ignorada,Autom?vil,Mitsubishi,Gris,2015,2010-2019,Colisi?n
6136,2022,22,22,18:00 a 23:59,Noche,Octubre,Sabado,Guatemala,Guatemala,1,Microb?s,Toyota,Blanco,2022,2020-2029,Colisi?n
6137,2022,22,4,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Santa Catarina Pinula,Ignorada,Camioneta,Kia,Negro,2017,2010-2019,Colisi?n
6138,2022,22,6,06:00 a 11:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,13,Microb?s,Hyundai,Rojo,Ignorado,Ignorado,Colisi?n
6139,2022,22,10,06:00 a 11:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,21,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6140,2022,22,9,06:00 a 11:59,Ma?ana,Octubre,Sabado,Guatemala,Petapa,7,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6141,2022,22,14,12:00 a 17:59,Tarde,Octubre,Sabado,Guatemala,Amatitl?n,Ignorada,Motocicleta,Movesa,Negro,Ignorado,Ignorado,Colisi?n
6142,2022,22,19,18:00 a 23:59,Noche,Octubre,Sabado,Guatemala,Amatitl?n,Ignorada,Pick up,Toyota,Ignorado,1983,1980-1989,Colisi?n
6143,2022,22,19,18:00 a 23:59,Noche,Octubre,Sabado,Guatemala,Mixco,3,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
6144,2022,22,16,12:00 a 17:59,Tarde,Octubre,Sabado,Jutiapa,Jutiapa,Ignorada,Microb?s,Toyota,Gris,2008,2000-2009,Vuelco
6145,2022,22,20,18:00 a 23:59,Noche,Octubre,Sabado,Escuintla,San Jos?,Ignorada,Microb?s,Toyota,Blanco,Ignorado,Ignorado,Choque
6146,2022,22,0,00:00 a 05:59,Ma?ana,Octubre,Sabado,Suchitep?quez,San Antonio Suchitep?quez,Ignorada,Autom?vil,Hyundai,Blanco,Ignorado,Ignorado,Colisi?n
6147,2022,22,17,12:00 a 17:59,Tarde,Octubre,Sabado,Quetzaltenango,Coatepeque,Ignorada,Pick up,Nissan,Ignorado,2016,2010-2019,Colisi?n
6148,2022,22,2,00:00 a 05:59,Ma?ana,Octubre,Sabado,San Marcos,Malacat?n,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Derrape
6149,2022,22,18,18:00 a 23:59,Noche,Octubre,Sabado,Baja Verapaz,San Jer?nimo,Ignorada,Motocicleta,Yamaha,Azul,2022,2020-2029,Colisi?n
6150,2022,22,20,18:00 a 23:59,Noche,Octubre,Sabado,El Progreso,San Agust?n Acasaguastl?n,Ignorada,Camioneta,Mitsubishi,Rojo,1998,1990-1999,Colisi?n
6151,2022,22,20,18:00 a 23:59,Noche,Octubre,Sabado,Quich?,Zacualpa,Ignorada,Motocicleta,Suzuki,Gris,2018,2010-2019,Derrape
6152,2022,22,7,06:00 a 11:59,Ma?ana,Octubre,Sabado,Sacatep?quez,Ciudad Vieja,Ignorada,Motocicleta,TVS Apache,Azul,Ignorado,Ignorado,Colisi?n
6153,2022,22,18,18:00 a 23:59,Noche,Octubre,Sabado,Sacatep?quez,Ciudad Vieja,Ignorada,Motocicleta,TVS Apache,Azul,2021,2020-2029,Derrape
6154,2022,22,23,18:00 a 23:59,Noche,Octubre,Sabado,Sacatep?quez,Pastores,Ignorada,Autom?vil,Ignorado,Azul,Ignorado,Ignorado,Colisi?n
6155,2022,23,1,00:00 a 05:59,Ma?ana,Octubre,Domingo,Guatemala,Guatemala,9,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
6156,2022,23,10,06:00 a 11:59,Ma?ana,Octubre,Domingo,Guatemala,Guatemala,16,Autom?vil,Hyundai,Gris,2013,2010-2019,Colisi?n
6157,2022,23,12,12:00 a 17:59,Tarde,Octubre,Domingo,Guatemala,Villa Nueva,12,Motocicleta,Italika,Rojo,2019,2010-2019,Choque
6158,2022,23,20,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Villa Nueva,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n
6159,2022,23,1,00:00 a 05:59,Ma?ana,Octubre,Domingo,Guatemala,Mixco,8,Autom?vil,Toyota,Celeste,Ignorado,Ignorado,Vuelco
6160,2022,23,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Jutiapa,Jutiapa,Ignorada,Autom?vil,Toyota,Corinto,1991,1990-1999,Colisi?n
6161,2022,23,10,06:00 a 11:59,Ma?ana,Octubre,Domingo,Chiquimula,Esquipulas,Ignorada,Autom?vil,Nissan,Rojo,Ignorado,Ignorado,Vuelco
6162,2022,23,1,00:00 a 05:59,Ma?ana,Octubre,Domingo,Zacapa,Gual?n,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisi?n
6163,2022,23,18,18:00 a 23:59,Noche,Octubre,Domingo,Escuintla,Escuintla,1,Autom?vil,Ignorado,Anaranjado,Ignorado,Ignorado,Colisi?n
6164,2022,23,16,12:00 a 17:59,Tarde,Octubre,Domingo,Escuintla,Escuintla,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisi?n
6165,2022,23,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Escuintla,Pal?n,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Derrape
6166,2022,23,9,06:00 a 11:59,Ma?ana,Octubre,Domingo,Santa Rosa,Cuilapa,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n
6167,2022,23,14,12:00 a 17:59,Tarde,Octubre,Domingo,Santa Rosa,Cuilapa,Ignorada,Motocicleta,Suzuki,Gris,2016,2010-2019,Colisi?n
6168,2022,23,19,18:00 a 23:59,Noche,Octubre,Domingo,Retalhuleu,Retalhuleu,Ignorada,Cabezal,Ignorado,Verde,Ignorado,Ignorado,Colisi?n
6169,2022,23,19,18:00 a 23:59,Noche,Octubre,Domingo,Retalhuleu,San Sebasti?n,Ignorada,Autom?vil,Mazda,Gris,2001,2000-2009,Colisi?n
6170,2022,23,22,18:00 a 23:59,Noche,Octubre,Domingo,San Marcos,Catarina,Ignorada,Motocicleta,Honda,Negro,2011,2010-2019,Colisi?n
6171,2022,23,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Alta Verapaz,Raxruh?,Ignorada,Autom?vil,Honda,Gris,2006,2000-2009,Colisi?n
6172,2022,23,5,00:00 a 05:59,Ma?ana,Octubre,Domingo,Alta Verapaz,Chahal,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Derrape
6173,2022,23,8,06:00 a 11:59,Ma?ana,Octubre,Domingo,Alta Verapaz,Cob?n,Ignorada,Pick up,Toyota,Negro,1990,1990-1999,Vuelco
6174,2022,23,7,06:00 a 11:59,Ma?ana,Octubre,Domingo,Alta Verapaz,Cob?n,Ignorada,Pick up,Toyota,Negro,Ignorado,Ignorado,Vuelco
6175,2022,23,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Baja Verapaz,Salam?,Ignorada,Motocicleta,Yamaha,Corinto,Ignorado,Ignorado,Derrape
6176,2022,23,3,00:00 a 05:59,Ma?ana,Octubre,Domingo,El Progreso,San Agust?n Acasaguastl?n,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
6177,2022,23,11,06:00 a 11:59,Ma?ana,Octubre,Domingo,Chimaltenango,Acatenango,Ignorada,Pick up,Ford,Blanco,Ignorado,Ignorado,Colisi?n
6178,2022,23,1,00:00 a 05:59,Ma?ana,Octubre,Domingo,Chimaltenango,Patzic?a,Ignorada,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Derrape
6179,2022,23,11,06:00 a 11:59,Ma?ana,Octubre,Domingo,Sacatep?quez,Antigua Guatemala,Ignorada,Bus urbano,Internacional,Rojo,1983,1980-1989,Colisi?n
6180,2022,23,13,12:00 a 17:59,Tarde,Octubre,Domingo,Sacatep?quez,San Lucas Sacatep?quez,Ignorada,Autom?vil,Mazda,Gris,2008,2000-2009,Colisi?n
6181,2022,24,9,06:00 a 11:59,Ma?ana,Octubre,Lunes,Guatemala,Guatemala,8,Autom?vil,Chevrolet,Gris,2000,2000-2009,Colisi?n
6182,2022,24,8,06:00 a 11:59,Ma?ana,Octubre,Lunes,Guatemala,Guatemala,12,Camioneta,Toyota,Gris,2006,2000-2009,Colisi?n
6183,2022,24,10,06:00 a 11:59,Ma?ana,Octubre,Lunes,Guatemala,Guatemala,7,Bus urbano,Hyundai,Blanco,2017,2010-2019,Colisi?n
6184,2022,24,1,00:00 a 05:59,Ma?ana,Octubre,Lunes,Guatemala,Mixco,3,Autom?vil,Hyundai,Azul,Ignorado,Ignorado,Colisi?n
6185,2022,24,8,06:00 a 11:59,Ma?ana,Octubre,Lunes,Guatemala,Mixco,4,Camioneta,Toyota,Blanco,2005,2000-2009,Colisi?n
6186,2022,24,21,18:00 a 23:59,Noche,Octubre,Lunes,Guatemala,Mixco,4,Camioneta,Hyundai,Gris,2005,2000-2009,Colisi?n
6187,2022,24,12,12:00 a 17:59,Tarde,Octubre,Lunes,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Cabezal,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n
6188,2022,24,17,12:00 a 17:59,Tarde,Octubre,Lunes,Retalhuleu,El Asintal,Ignorada,Pick up,Toyota,Beige,1980,1980-1989,Colisi?n
6189,2022,24,21,18:00 a 23:59,Noche,Octubre,Lunes,Alta Verapaz,Cob?n,Ignorada,Autom?vil,Nissan,Azul,Ignorado,Ignorado,Colisi?n
6190,2022,24,11,06:00 a 11:59,Ma?ana,Octubre,Lunes,El Progreso,Sanarate,Ignorada,Cami?n,Hino,Azul,1993,1990-1999,Colisi?n
6191,2022,24,2,00:00 a 05:59,Ma?ana,Octubre,Lunes,Pet?n,San Francisco,Ignorada,Moto taxi,Bajaj,Rojo,2017,2010-2019,Vuelco
6192,2022,24,20,18:00 a 23:59,Noche,Octubre,Lunes,Pet?n,Santa Ana,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
6193,2022,24,17,12:00 a 17:59,Tarde,Octubre,Lunes,Sacatep?quez,San Juan Alotenango,Ignorada,Cabezal,Freightliner,Amarillo,Ignorado,Ignorado,Vuelco
6194,2022,24,22,18:00 a 23:59,Noche,Octubre,Lunes,Guatemala,Guatemala,12,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6195,2022,24,20,18:00 a 23:59,Noche,Octubre,Lunes,Guatemala,Villa Nueva,5,Motocicleta,Movesa,Ignorado,Ignorado,Ignorado,Colisi?n
6196,2022,25,7,06:00 a 11:59,Ma?ana,Octubre,Martes,Guatemala,Guatemala,6,Motocicleta,Bajaj,Negro,2010,2010-2019,Colisi?n
6197,2022,25,13,12:00 a 17:59,Tarde,Octubre,Martes,Guatemala,Guatemala,18,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6198,2022,25,20,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Guatemala,5,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
