num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
5885,2022,3,22,18:00 a 23:59,Noche,Octubre,Lunes,Escuintla,Nueva Concepci?n,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
5886,2022,4,7,06:00 a 11:59,Ma?ana,Octubre,Martes,Guatemala,Guatemala,4,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5887,2022,4,6,06:00 a 11:59,Ma?ana,Octubre,Martes,Guatemala,Guatemala,18,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5888,2022,4,18,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Guatemala,5,Motocicleta,Suzuki,Negro,2021,2020-2029,Colisi?n
5889,2022,4,13,12:00 a 17:59,Tarde,Octubre,Martes,Escuintla,Escuintla,Ignorada,Motocicleta,Yamaha,Gris,Ignorado,Ignorado,Colisi?n
5890,2022,4,19,18:00 a 23:59,Noche,Octubre,Martes,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisi?n
5891,2022,4,20,18:00 a 23:59,Noche,Octubre,Martes,Quetzaltenango,Colomba,Ignorada,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisi?n
5892,2022,4,10,06:00 a 11:59,Ma?ana,Octubre,Martes,Quich?,Chichicastenango,Ignorada,Cami?n,Mitsubishi,Blanco,2005,2000-2009,Choque
5893,2022,5,1,00:00 a 05:59,Ma?ana,Octubre,Miercoles,Guatemala,San Jos? Pinula,Ignorada,Motocicleta,Serpento,Negro,2020,2020-2029,Colisi?n
5894,2022,5,0,00:00 a 05:59,Ma?ana,Octubre,Miercoles,Guatemala,Villa Nueva,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5895,2022,5,9,06:00 a 11:59,Ma?ana,Octubre,Miercoles,Guatemala,Guatemala,2,Autom?vil,Toyota,Rojo,2007,2000-2009,Colisi?n
5896,2022,5,12,12:00 a 17:59,Tarde,Octubre,Miercoles,Guatemala,Mixco,6,Autom?vil,Hyundai,Blanco,2010,2010-2019,Colisi?n
5897,2022,5,14,12:00 a 17:59,Tarde,Octubre,Miercoles,Baja Verapaz,Purulh?,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Choque
5898,2022,5,8,06:00 a 11:59,Ma?ana,Octubre,Miercoles,Chiquimula,Jocot?n,Ignorada,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Embarranc?
5899,2022,5,20,18:00 a 23:59,Noche,Octubre,Miercoles,Zacapa,Zacapa,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5900,2022,5,12,12:00 a 17:59,Tarde,Octubre,Miercoles,Quetzaltenango,Olintepeque,Ignorada,Autom?vil,Toyota,Corinto,Ignorado,Ignorado,Colisi?n
5901,2022,5,8,06:00 a 11:59,Ma?ana,Octubre,Miercoles,Suchitep?quez,Mazatenango,Ignorada,Cabezal,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n
5902,2022,5,20,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Guatemala,11,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Choque
5903,2022,5,19,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Villa Canales,Ignorada,Autom?vil,Audi,Negro,Ignorado,Ignorado,Colisi?n
5904,2022,5,18,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Mixco,1,Autom?vil,Chevrolet,Azul,2009,2000-2009,Colisi?n
5905,2022,5,19,18:00 a 23:59,Noche,Octubre,Miercoles,Escuintla,Pal?n,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
5906,2022,5,12,12:00 a 17:59,Tarde,Octubre,Miercoles,Escuintla,Pal?n,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisi?n
5907,2022,5,21,18:00 a 23:59,Noche,Octubre,Miercoles,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
5908,2022,6,0,00:00 a 05:59,Ma?ana,Octubre,Jueves,Guatemala,Guatemala,9,Autom?vil,Mazda,Verde,2013,2010-2019,Colisi?n
5909,2022,6,18,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,4,Autom?vil,BMW,Gris,2001,2000-2009,Colisi?n
5910,2022,6,20,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,9,Autom?vil,Toyota,Rojo,2007,2000-2009,Colisi?n
5911,2022,6,13,12:00 a 17:59,Tarde,Octubre,Jueves,Guatemala,San Jos? Pinula,Ignorada,Cami?n,Hino,Blanco,2022,2020-2029,Colisi?n
5912,2022,6,23,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,San Jos? Pinula,Ignorada,Autom?vil,Mazda,Azul,2008,2000-2009,Colisi?n
5913,2022,6,18,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,7,Motocicleta,Honda,Verde,Ignorado,Ignorado,Colisi?n
5914,2022,6,7,06:00 a 11:59,Ma?ana,Octubre,Jueves,Guatemala,Villa Nueva,4,Camioneta,Honda,Negro,Ignorado,Ignorado,Colisi?n
5915,2022,6,9,06:00 a 11:59,Ma?ana,Octubre,Jueves,Guatemala,Amatitl?n,Ignorada,Bus urbano,Internacional,Amarillo,1995,1990-1999,Colisi?n
5916,2022,6,20,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Villa Nueva,Ignorada,Ignorado,Ignorado,Gris,Ignorado,Ignorado,Colisi?n
5917,2022,6,15,12:00 a 17:59,Tarde,Octubre,Jueves,Escuintla,San Jos?,Ignorada,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Choque
5918,2022,6,18,18:00 a 23:59,Noche,Octubre,Jueves,Suchitep?quez,San Bernardino,Ignorada,Cami?n,Hino,Blanco,Ignorado,Ignorado,Colisi?n
5919,2022,6,18,18:00 a 23:59,Noche,Octubre,Jueves,Suchitep?quez,Mazatenango,Ignorada,Cabezal,Ignorado,Azul,Ignorado,Ignorado,Colisi?n
5920,2022,6,6,06:00 a 11:59,Ma?ana,Octubre,Jueves,Quetzaltenango,Quetzaltenango,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape
5921,2022,6,21,18:00 a 23:59,Noche,Octubre,Jueves,Pet?n,Popt?n,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
5922,2022,6,17,12:00 a 17:59,Tarde,Octubre,Jueves,Quich?,San Pedro Jocopilas,Ignorada,Camioneta,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
5923,2022,6,0,00:00 a 05:59,Ma?ana,Octubre,Jueves,Chimaltenango,Chimaltenango,3,Autom?vil,Nissan,Blanco,2022,2020-2029,Choque
5924,2022,6,22,18:00 a 23:59,Noche,Octubre,Jueves,Guatemala,Guatemala,7,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
5925,2022,7,4,00:00 a 05:59,Ma?ana,Octubre,Viernes,Guatemala,Guatemala,1,Autom?vil,Mazda,Negro,2015,2010-2019,Colisi?n
5926,2022,7,20,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Guatemala,1,Bus urbano,Mercedes Benz,Blanco,Ignorado,Ignorado,Colisi?n
5927,2022,7,23,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Amatitl?n,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5928,2022,7,22,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Honda,Rojo,2020,2020-2029,Colisi?n
5929,2022,7,23,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Mixco,3,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5930,2022,7,20,18:00 a 23:59,Noche,Octubre,Viernes,Zacapa,Zacapa,Ignorada,Camioneta,Toyota,Beige,Ignorado,Ignorado,Colisi?n
5931,2022,7,21,18:00 a 23:59,Noche,Octubre,Viernes,Escuintla,Pal?n,Ignorada,Cabezal,Volvo,Blanco,2004,2000-2009,Colisi?n
5932,2022,7,15,12:00 a 17:59,Tarde,Octubre,Viernes,Escuintla,La Democracia,Ignorada,Motocicleta,Serpento,Azul,Ignorado,Ignorado,Colisi?n
5933,2022,7,20,18:00 a 23:59,Noche,Octubre,Viernes,Suchitep?quez,San Antonio Suchitep?quez,Ignorada,Autom?vil,Volkswagen,Gris,2003,2000-2009,Colisi?n
5934,2022,7,22,18:00 a 23:59,Noche,Octubre,Viernes,Retalhuleu,San Andr?s Villa Seca,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisi?n
5935,2022,7,21,18:00 a 23:59,Noche,Octubre,Viernes,San Marcos,Pajapita,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisi?n
5936,2022,7,3,00:00 a 05:59,Ma?ana,Octubre,Viernes,Alta Verapaz,Cob?n,Ignorada,Camioneta,Suzuki,Celeste,Ignorado,Ignorado,Colisi?n
5937,2022,7,14,12:00 a 17:59,Tarde,Octubre,Viernes,Sacatep?quez,Santiago Sacatep?quez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
5938,2022,8,8,06:00 a 11:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,1,Motocicleta,Bajaj,Negro,2011,2010-2019,Colisi?n
5939,2022,8,3,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,4,Motocicleta,Honda,Rojo,2021,2020-2029,Derrape
5940,2022,8,4,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Palencia,Ignorada,Cabezal,Ignorado,Blanco,Ignorado,Ignorado,Vuelco
5941,2022,8,0,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,15,Cami?n,Internacional,Rojo,1991,1990-1999,Colisi?n
5942,2022,8,2,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,10,Camioneta,Mazda,Azul,2013,2010-2019,Colisi?n
5943,2022,8,0,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,12,Autom?vil,Kia,Gris,2019,2010-2019,Colisi?n
5944,2022,8,23,18:00 a 23:59,Noche,Octubre,Sabado,Guatemala,Villa Nueva,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
5945,2022,8,11,06:00 a 11:59,Ma?ana,Octubre,Sabado,Guatemala,Mixco,6,Bus urbano,Internacional,Rojo,2000,2000-2009,Colisi?n
5946,2022,8,8,06:00 a 11:59,Ma?ana,Octubre,Sabado,Guatemala,Mixco,6,Motocicleta,Benelli,Rojo,2019,2010-2019,Colisi?n
5947,2022,8,18,18:00 a 23:59,Noche,Octubre,Sabado,Chiquimula,Chiquimula,Ignorada,Motocicleta,Bajaj,Negro,2021,2020-2029,Derrape
5948,2022,8,18,18:00 a 23:59,Noche,Octubre,Sabado,Zacapa,Zacapa,Ignorada,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisi?n
5949,2022,8,13,12:00 a 17:59,Tarde,Octubre,Sabado,Escuintla,Masagua,Ignorada,Autom?vil,Toyota,Gris,Ignorado,Ignorado,Colisi?n
5950,2022,8,13,12:00 a 17:59,Tarde,Octubre,Sabado,Escuintla,Pal?n,Ignorada,Pick up,Nissan,Negro,2022,2020-2029,Colisi?n
5951,2022,8,20,18:00 a 23:59,Noche,Octubre,Sabado,Escuintla,Escuintla,1,Autom?vil,Toyota,Azul,Ignorado,Ignorado,Colisi?n
5952,2022,8,22,18:00 a 23:59,Noche,Octubre,Sabado,Santa Rosa,Barberena,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5953,2022,8,18,18:00 a 23:59,Noche,Octubre,Sabado,Huehuetenango,La Democracia,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisi?n
5954,2022,8,2,00:00 a 05:59,Ma?ana,Octubre,Sabado,Alta Verapaz,San Pedro Carch?,Ignorada,Autom?vil,Suzuki,Negro,Ignorado,Ignorado,Choque
5955,2022,8,11,06:00 a 11:59,Ma?ana,Octubre,Sabado,Alta Verapaz,Cob?n,8,Pick up,Toyota,Verde,Ignorado,Ignorado,Colisi?n
5956,2022,8,13,12:00 a 17:59,Tarde,Octubre,Sabado,Quich?,Santa Mar?a Nebaj,Ignorada,Pick up,Toyota,Verde,1993,1990-1999,Colisi?n
5957,2022,8,17,12:00 a 17:59,Tarde,Octubre,Sabado,Quich?,Santa Mar?a Nebaj,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Derrape
5958,2022,8,13,12:00 a 17:59,Tarde,Octubre,Sabado,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Suzuki,Rojo,2017,2010-2019,Derrape
5959,2022,8,23,18:00 a 23:59,Noche,Octubre,Sabado,Guatemala,Mixco,6,Motocicleta,Avanti,Negro,2015,2010-2019,Colisi?n
5960,2022,8,14,12:00 a 17:59,Tarde,Octubre,Sabado,Quetzaltenango,Coatepeque,Ignorada,Autom?vil,Toyota,Gris,2002,2000-2009,Colisi?n
5961,2022,9,3,00:00 a 05:59,Ma?ana,Octubre,Domingo,Guatemala,Guatemala,18,Motocicleta,TVS Apache,Negro,2022,2020-2029,Derrape
5962,2022,9,15,12:00 a 17:59,Tarde,Octubre,Domingo,Guatemala,Palencia,Ignorada,Pick up,Toyota,Gris,2016,2010-2019,Colisi?n
5963,2022,9,3,00:00 a 05:59,Ma?ana,Octubre,Domingo,Guatemala,Guatemala,18,Motocicleta,TVS Apache,Negro,2022,2020-2029,Derrape
5964,2022,9,6,06:00 a 11:59,Ma?ana,Octubre,Domingo,Guatemala,Guatemala,11,Motocicleta,Serpento,Negro,2018,2010-2019,Derrape
5965,2022,9,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Guatemala,Petapa,Ignorada,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Derrape
5966,2022,9,0,00:00 a 05:59,Ma?ana,Octubre,Domingo,Guatemala,Villa Nueva,Ignorada,Motocicleta,Italika,Azul,Ignorado,Ignorado,Choque
5967,2022,9,23,18:00 a 23:59,Noche,Octubre,Domingo,Guatemala,Villa Nueva,Ignorada,Motocicleta,Asia Hero,Negro,Ignorado,Ignorado,Derrape
5968,2022,9,19,18:00 a 23:59,Noche,Octubre,Domingo,Suchitep?quez,Cuyotenango,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
5969,2022,9,19,18:00 a 23:59,Noche,Octubre,Domingo,Quetzaltenango,Quetzaltenango,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisi?n
5970,2022,9,20,18:00 a 23:59,Noche,Octubre,Domingo,Pet?n,La Libertad,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
5971,2022,9,20,18:00 a 23:59,Noche,Octubre,Domingo,Chimaltenango,Comalapa,1,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisi?n
5972,2022,9,13,12:00 a 17:59,Tarde,Octubre,Domingo,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Italika,Rojo,2019,2010-2019,Derrape
5973,2022,10,7,06:00 a 11:59,Ma?ana,Octubre,Lunes,Escuintla,Pal?n,Ignorada,Cami?n,Kia,Azul,Ignorado,Ignorado,Choque
5974,2022,10,1,00:00 a 05:59,Ma?ana,Octubre,Lunes,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Motocicleta,Honda,Negro,2004,2000-2009,Derrape
5975,2022,10,10,06:00 a 11:59,Ma?ana,Octubre,Lunes,Santa Rosa,Barberena,Ignorada,Autom?vil,Toyota,Gris,2007,2000-2009,Colisi?n
5976,2022,10,9,06:00 a 11:59,Ma?ana,Octubre,Lunes,El Progreso,San Antonio la Paz,Ignorada,Microb?s,Toyota,Blanco,2021,2020-2029,Vuelco
5977,2022,10,23,18:00 a 23:59,Noche,Octubre,Lunes,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Honda,Negro,2021,2020-2029,Choque
5978,2022,10,19,18:00 a 23:59,Noche,Octubre,Lunes,Chimaltenango,Chimaltenango,Ignorada,Cami?n,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
5979,2022,11,9,06:00 a 11:59,Ma?ana,Octubre,Martes,Guatemala,Guatemala,25,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5980,2022,11,19,18:00 a 23:59,Noche,Octubre,Martes,Guatemala,Guatemala,6,Motocicleta,Freedom,Verde,Ignorado,Ignorado,Colisi?n
5981,2022,11,11,06:00 a 11:59,Ma?ana,Octubre,Martes,Guatemala,Guatemala,11,Pick up,Toyota,Corinto,2005,2000-2009,Colisi?n
5982,2022,11,13,12:00 a 17:59,Tarde,Octubre,Martes,Jutiapa,Pasaco,Ignorada,Motocicleta,Movesa,Rojo,Ignorado,Ignorado,Colisi?n
5983,2022,11,0,00:00 a 05:59,Ma?ana,Octubre,Martes,Jalapa,Jalapa,1,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisi?n
5984,2022,11,5,00:00 a 05:59,Ma?ana,Octubre,Martes,Escuintla,Masagua,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5985,2022,11,16,12:00 a 17:59,Tarde,Octubre,Martes,Santa Rosa,Barberena,Ignorada,Autom?vil,Toyota,Blanco,1998,1990-1999,Colisi?n
5986,2022,11,18,18:00 a 23:59,Noche,Octubre,Martes,Santa Rosa,Cuilapa,Ignorada,Motocicleta,TVS Apache,Azul,2020,2020-2029,Colisi?n
5987,2022,11,6,06:00 a 11:59,Ma?ana,Octubre,Martes,Suchitep?quez,R?o Bravo,Ignorada,Pick up,Toyota,Café,1983,1980-1989,Colisi?n
5988,2022,11,11,06:00 a 11:59,Ma?ana,Octubre,Martes,Baja Verapaz,Rabinal,2,Cuatrimoto,TVS Apache,Rojo,Ignorado,Ignorado,Colisi?n
5989,2022,11,17,12:00 a 17:59,Tarde,Octubre,Martes,Pet?n,Popt?n,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisi?n
5990,2022,11,21,18:00 a 23:59,Noche,Octubre,Martes,Pet?n,San Luis,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5991,2022,11,21,18:00 a 23:59,Noche,Octubre,Martes,Sacatep?quez,Ciudad Vieja,Ignorada,Autom?vil,Hyundai,Gris,Ignorado,Ignorado,Colisi?n
5992,2022,11,7,06:00 a 11:59,Ma?ana,Octubre,Martes,Sacatep?quez,Jocotenango,Ignorada,Autom?vil,Ignorado,Azul,Ignorado,Ignorado,Colisi?n
5993,2022,12,20,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Guatemala,18,Pick up,Toyota,Negro,2006,2000-2009,Colisi?n
5994,2022,12,22,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Guatemala,17,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
5995,2022,12,18,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Guatemala,12,Motocicleta,Bajaj,Negro,2022,2020-2029,Colisi?n
5996,2022,12,23,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Guatemala,11,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape
5997,2022,12,20,18:00 a 23:59,Noche,Octubre,Miercoles,Guatemala,Amatitl?n,Ignorada,Motocicleta,Honda,Rojo,2022,2020-2029,Colisi?n
5998,2022,12,18,18:00 a 23:59,Noche,Octubre,Miercoles,Retalhuleu,San Felipe Retalhuleu,Ignorada,Pick up,Toyota,Negro,Ignorado,Ignorado,Choque
5999,2022,12,19,18:00 a 23:59,Noche,Octubre,Miercoles,San Marcos,San Marcos,3,Autom?vil,Toyota,Rojo,2009,2000-2009,Colisi?n
6000,2022,12,15,12:00 a 17:59,Tarde,Octubre,Miercoles,Huehuetenango,Chiantla,Ignorada,Pick up,Toyota,Verde,Ignorado,Ignorado,Vuelco
6001,2022,12,20,18:00 a 23:59,Noche,Octubre,Miercoles,El Progreso,San Agust?n Acasaguastl?n,Ignorada,Pick up,Nissan,Gris,Ignorado,Ignorado,Choque
6002,2022,12,17,12:00 a 17:59,Tarde,Octubre,Miercoles,Pet?n,Flores,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
6003,2022,12,19,18:00 a 23:59,Noche,Octubre,Miercoles,Chimaltenango,El Tejar,Ignorada,Bus urbano,Internacional,Rojo,2004,2000-2009,Colisi?n
6004,2022,13,3,00:00 a 05:59,Ma?ana,Octubre,Jueves,Guatemala,Guatemala,6,Motocicleta,Bajaj,Rojo,2021,2020-2029,Derrape
6005,2022,13,16,12:00 a 17:59,Tarde,Octubre,Jueves,Chiquimula,San Jacinto,Ignorada,Bus urbano,Toyota,Ignorado,Ignorado,Ignorado,Colisi?n
6006,2022,13,0,00:00 a 05:59,Ma?ana,Octubre,Jueves,Quetzaltenango,Almolonga,Ignorada,Motocicleta,Yamaha,Rojo,2021,2020-2029,Derrape
6007,2022,13,8,06:00 a 11:59,Ma?ana,Octubre,Jueves,Quetzaltenango,Olintepeque,Ignorada,Autom?vil,Toyota,Blanco,Ignorado,Ignorado,Colisi?n
6008,2022,13,18,18:00 a 23:59,Noche,Octubre,Jueves,Quetzaltenango,Coatepeque,Ignorada,Autom?vil,Isuzu,Negro,Ignorado,Ignorado,Colisi?n
6009,2022,13,10,06:00 a 11:59,Ma?ana,Octubre,Jueves,Huehuetenango,Huehuetenango,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco
6010,2022,13,0,00:00 a 05:59,Ma?ana,Octubre,Jueves,Huehuetenango,Huehuetenango,8,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
6011,2022,13,0,00:00 a 05:59,Ma?ana,Octubre,Jueves,Alta Verapaz,Cob?n,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
6012,2022,13,0,00:00 a 05:59,Ma?ana,Octubre,Jueves,Alta Verapaz,Cob?n,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
6013,2022,13,13,12:00 a 17:59,Tarde,Octubre,Jueves,Alta Verapaz,Cob?n,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6014,2022,13,15,12:00 a 17:59,Tarde,Octubre,Jueves,Izabal,Morales,Ignorada,Motocicleta,Honda,Negro,2013,2010-2019,Colisi?n
6015,2022,13,18,18:00 a 23:59,Noche,Octubre,Jueves,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Vento,Gris,Ignorado,Ignorado,Colisi?n
6016,2022,14,2,00:00 a 05:59,Ma?ana,Octubre,Viernes,Guatemala,Mixco,3,Autom?vil,BMW,Negro,Ignorado,Ignorado,Colisi?n
6017,2022,14,1,00:00 a 05:59,Ma?ana,Octubre,Viernes,Guatemala,Guatemala,4,Autom?vil,Mazda,Blanco,2011,2010-2019,Choque
6018,2022,14,12,12:00 a 17:59,Tarde,Octubre,Viernes,Guatemala,Guatemala,13,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
6019,2022,14,20,18:00 a 23:59,Noche,Octubre,Viernes,Izabal,Puerto Barrios,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6020,2022,14,18,18:00 a 23:59,Noche,Octubre,Viernes,Pet?n,Dolores,Ignorada,Cami?n,Hino,Blanco,Ignorado,Ignorado,Colisi?n
6021,2022,14,18,18:00 a 23:59,Noche,Octubre,Viernes,Chimaltenango,Chimaltenango,2,Motocicleta,Movesa,Rojo,2021,2020-2029,Colisi?n
6022,2022,14,10,06:00 a 11:59,Ma?ana,Octubre,Viernes,Alta Verapaz,Tucur?,Ignorada,Autom?vil,Volkswagen,Ignorado,2003,2000-2009,Colisi?n
6023,2022,14,8,06:00 a 11:59,Ma?ana,Octubre,Viernes,Guatemala,Mixco,11,Autom?vil,Toyota,Blanco,2008,2000-2009,Colisi?n
6024,2022,14,21,18:00 a 23:59,Noche,Octubre,Viernes,Guatemala,Guatemala,12,Autom?vil,Chevrolet,Blanco,Ignorado,Ignorado,Colisi?n
6025,2022,14,22,18:00 a 23:59,Noche,Octubre,Viernes,Escuintla,Sipacate,Ignorada,Camioneta,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n
6026,2022,14,4,00:00 a 05:59,Ma?ana,Octubre,Viernes,Guatemala,Guatemala,9,Motocicleta,Suzuki,Gris,2016,2010-2019,Colisi?n
6027,2022,15,1,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,1,Cami?n,Hino,Blanco,2022,2020-2029,Colisi?n
6028,2022,15,11,06:00 a 11:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,2,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisi?n
6029,2022,15,1,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Chinautla,Ignorada,Motocicleta,Italika,Azul,Ignorado,Ignorado,Derrape
6030,2022,15,23,18:00 a 23:59,Noche,Octubre,Sabado,Guatemala,Guatemala,25,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6031,2022,15,14,12:00 a 17:59,Tarde,Octubre,Sabado,Guatemala,Guatemala,13,Camioneta,Hyundai,Negro,2011,2010-2019,Colisi?n
6032,2022,15,1,00:00 a 05:59,Ma?ana,Octubre,Sabado,Guatemala,Guatemala,7,Autom?vil,Chevrolet,Gris,2005,2000-2009,Colisi?n
6033,2022,15,12,12:00 a 17:59,Tarde,Octubre,Sabado,Guatemala,Guatemala,12,Autom?vil,Mitsubishi,Gris,2018,2010-2019,Colisi?n
6034,2022,15,16,12:00 a 17:59,Tarde,Octubre,Sabado,Guatemala,Guatemala,7,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6035,2022,15,19,18:00 a 23:59,Noche,Octubre,Sabado,Zacapa,R?o Hondo,Ignorada,Cami?n,Hino,Azul,2015,2010-2019,Colisi?n
6036,2022,15,1,00:00 a 05:59,Ma?ana,Octubre,Sabado,Zacapa,R?o Hondo,Ignorada,Motocicleta,Suzuki,Anaranjado,2021,2020-2029,Derrape
6037,2022,15,9,06:00 a 11:59,Ma?ana,Octubre,Sabado,Escuintla,Escuintla,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisi?n
6038,2022,15,9,06:00 a 11:59,Ma?ana,Octubre,Sabado,Escuintla,Masagua,Ignorada,Motocicleta,Serpento,Azul,2023,2020-2029,Colisi?n
6039,2022,15,21,18:00 a 23:59,Noche,Octubre,Sabado,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Negro,2013,2010-2019,Colisi?n
6040,2022,15,19,18:00 a 23:59,Noche,Octubre,Sabado,Huehuetenango,Huehuetenango,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6041,2022,15,19,18:00 a 23:59,Noche,Octubre,Sabado,Totonicap?n,San Crist?bal Totonicap?n,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
6042,2022,15,9,06:00 a 11:59,Ma?ana,Octubre,Sabado,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Camioneta,Ford,Azul,Ignorado,Ignorado,Colisi?n
