núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
7699,2023,18,11,06:00 a 11:59,Mañana,Diciembre,Lunes,Guatemala,Guatemala,13,Camión,Nissan,Blanco,Ignorado,Ignorado,Colisión
7700,2023,18,Ignorada,Ignorada,Ignorada,Diciembre,Lunes,Guatemala,Guatemala,12,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape
7701,2023,18,19,18:00 a 23:59,Noche,Diciembre,Lunes,Guatemala,Guatemala,19,Pick up,Toyota,Gris,2019,2010-2019,Colisión
7702,2023,18,14,12:00 a 17:59,Tarde,Diciembre,Lunes,Jutiapa,Quesada,Ignorada,Grúa,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7703,2023,18,8,06:00 a 11:59,Mañana,Diciembre,Lunes,Jalapa,Monjas,Ignorada,Automóvil,Toyota,Corinto,1993,1990-1999,Colisión
7704,2023,18,0,00:00 a 05:59,Mañana,Diciembre,Lunes,Jalapa,San Pedro Pinula,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Choque
7705,2023,18,0,00:00 a 05:59,Mañana,Diciembre,Lunes,Escuintla,La Gomera,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7706,2023,18,8,06:00 a 11:59,Mañana,Diciembre,Lunes,Retalhuleu,Retalhuleu,Ignorada,Pick up,Toyota,Gris,1985,1980-1989,Colisión
7707,2023,18,21,18:00 a 23:59,Noche,Diciembre,Lunes,Huehuetenango,Colotenango,Ignorada,Motocicleta,Bajaj,Blanco,2018,2010-2019,Derrape
7708,2023,18,19,18:00 a 23:59,Noche,Diciembre,Lunes,Sololá,Nahualá,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7709,2023,18,14,12:00 a 17:59,Tarde,Diciembre,Lunes,Chimaltenango,Chimaltenango,Ignorada,Moto taxi,Bajaj,Ignorado,Ignorado,Ignorado,Colisión
7710,2023,19,0,00:00 a 05:59,Mañana,Diciembre,Martes,Guatemala,Guatemala,7,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión
7711,2023,19,12,12:00 a 17:59,Tarde,Diciembre,Martes,Guatemala,Petapa,7,Motocicleta,Haojue,Blanco,Ignorado,Ignorado,Choque
7712,2023,19,14,12:00 a 17:59,Tarde,Diciembre,Martes,Guatemala,Petapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7713,2023,19,20,18:00 a 23:59,Noche,Diciembre,Martes,Guatemala,Mixco,8,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7714,2023,19,0,00:00 a 05:59,Mañana,Diciembre,Martes,Jutiapa,Quesada,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7715,2023,19,23,18:00 a 23:59,Noche,Diciembre,Martes,Jalapa,Monjas,Ignorada,Pick up,Mazda,Blanco,2014,2010-2019,Colisión
7716,2023,19,18,18:00 a 23:59,Noche,Diciembre,Martes,Escuintla,Escuintla,3,Motocicleta,Honda,Rojo,2006,2000-2009,Colisión
7717,2023,19,19,18:00 a 23:59,Noche,Diciembre,Martes,Alta Verapaz,Panzós,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
7718,2023,19,11,06:00 a 11:59,Mañana,Diciembre,Martes,Baja Verapaz,San Jerónimo,Ignorada,Camión,Internacional,Blanco,Ignorado,Ignorado,Colisión
7719,2023,19,7,06:00 a 11:59,Mañana,Diciembre,Martes,Sacatepequez,Antigua Guatemala,Ignorada,Pick up,Mitsubishi,Amarillo,1985,1980-1989,Colisión
7720,2023,19,23,18:00 a 23:59,Noche,Diciembre,Martes,Sacatepequez,Antigua Guatemala,Ignorada,Automóvil,Mazda,Verde,Ignorado,Ignorado,Colisión
7721,2023,20,6,06:00 a 11:59,Mañana,Diciembre,Miércoles,Guatemala,Guatemala,9,Automóvil,Honda,Gris,2013,2010-2019,Choque
7722,2023,20,11,06:00 a 11:59,Mañana,Diciembre,Miércoles,Guatemala,Guatemala,11,Motocicleta,Hero Hunk,Negro,2023,2020-2029,Colisión
7723,2023,20,14,12:00 a 17:59,Tarde,Diciembre,Miércoles,Guatemala,Guatemala,3,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión
7724,2023,20,19,18:00 a 23:59,Noche,Diciembre,Miércoles,Guatemala,San Pedro Ayampuc,Ignorada,Automóvil,Mitsubishi,Corinto,2014,2010-2019,Colisión
7725,2023,20,9,06:00 a 11:59,Mañana,Diciembre,Miércoles,Guatemala,Guatemala,18,Automóvil,Toyota,Negro,Ignorado,Ignorado,Colisión
7726,2023,20,3,00:00 a 05:59,Mañana,Diciembre,Miércoles,Guatemala,Santa Catarina Pinula,Ignorada,Camión,Hino,Blanco,1997,1990-1999,Colisión
7727,2023,20,17,12:00 a 17:59,Tarde,Diciembre,Miércoles,Guatemala,Guatemala,13,Camión,Mercedes Benz,Ignorado,Ignorado,Ignorado,Colisión
7728,2023,20,13,12:00 a 17:59,Tarde,Diciembre,Miércoles,Guatemala,Guatemala,16,Pick up,Isuzu,Rojo,Ignorado,Ignorado,Colisión
7729,2023,20,8,06:00 a 11:59,Mañana,Diciembre,Miércoles,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7730,2023,20,17,12:00 a 17:59,Tarde,Diciembre,Miércoles,Guatemala,Mixco,4,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
7731,2023,20,9,06:00 a 11:59,Mañana,Diciembre,Miércoles,Jutiapa,Atescatempa,Ignorada,Camión,Hino,Verde,Ignorado,Ignorado,Colisión
7732,2023,20,12,12:00 a 17:59,Tarde,Diciembre,Miércoles,Jalapa,Monjas,Ignorada,Pick up,Nissan,Corinto,1989,1980-1989,Colisión
7733,2023,20,14,12:00 a 17:59,Tarde,Diciembre,Miércoles,Chiquimula,Chiquimula,Ignorada,Camioneta,Toyota,Verde,Ignorado,Ignorado,Colisión
7734,2023,20,19,18:00 a 23:59,Noche,Diciembre,Miércoles,Escuintla,San José,Ignorada,Camión,Ignorado,Blanco,2010,2010-2019,Colisión
7735,2023,20,11,06:00 a 11:59,Mañana,Diciembre,Miércoles,Escuintla,La Gomera,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7736,2023,20,15,12:00 a 17:59,Tarde,Diciembre,Miércoles,Escuintla,Escuintla,Ignorada,Motocicleta,Freedom,Rojo,2023,2020-2029,Derrape
7737,2023,20,20,18:00 a 23:59,Noche,Diciembre,Miércoles,Escuintla,Escuintla,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7738,2023,20,9,06:00 a 11:59,Mañana,Diciembre,Miércoles,Santa Rosa,Oratorio,Ignorada,Automóvil,Mazda,Gris,Ignorado,Ignorado,Colisión
7739,2023,20,17,12:00 a 17:59,Tarde,Diciembre,Miércoles,Santa Rosa,Chiquimulilla,Ignorada,Automóvil,Scion,Gris,2006,2000-2009,Colisión
7740,2023,20,12,12:00 a 17:59,Tarde,Diciembre,Miércoles,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión
7741,2023,20,11,06:00 a 11:59,Mañana,Diciembre,Miércoles,Totonicapán,Momostenango,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión
7742,2023,20,11,06:00 a 11:59,Mañana,Diciembre,Miércoles,Alta Verapaz,Cobán,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco
7743,2023,20,4,00:00 a 05:59,Mañana,Diciembre,Miércoles,Alta Verapaz,Tucurú,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape
7744,2023,20,21,18:00 a 23:59,Noche,Diciembre,Miércoles,Alta Verapaz,Tactic,Ignorada,Automóvil,Ford,Rojo,Ignorado,Ignorado,Choque
7745,2023,20,14,12:00 a 17:59,Tarde,Diciembre,Miércoles,Quiché,Santa Cruz del Quiché,Ignorada,Camión,Kia,Blanco,2016,2010-2019,Choque
7746,2023,21,20,18:00 a 23:59,Noche,Diciembre,Jueves,Guatemala,San José Pinula,Ignorada,Automóvil,Nissan,Azul,2018,2010-2019,Colisión
7747,2023,21,20,18:00 a 23:59,Noche,Diciembre,Jueves,Guatemala,Fraijanes,Ignorada,Camioneta,BMW,Azul,2019,2010-2019,Colisión
7748,2023,21,22,18:00 a 23:59,Noche,Diciembre,Jueves,Guatemala,Guatemala,13,Motocicleta,Italika,Azul,Ignorado,Ignorado,Colisión
7749,2023,21,20,18:00 a 23:59,Noche,Diciembre,Jueves,Guatemala,Guatemala,7,Motocicleta,Haojue,Rojo,2020,2020-2029,Derrape
7750,2023,21,20,18:00 a 23:59,Noche,Diciembre,Jueves,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Derrape
7751,2023,21,23,18:00 a 23:59,Noche,Diciembre,Jueves,Jalapa,Jalapa,1,Camioneta,Honda,Negro,2000,2000-2009,Choque
7752,2023,21,13,12:00 a 17:59,Tarde,Diciembre,Jueves,Escuintla,Palín,Ignorada,Camión,Ford,Blanco,Ignorado,Ignorado,Colisión
7753,2023,21,0,00:00 a 05:59,Mañana,Diciembre,Jueves,Escuintla,Masagua,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
7754,2023,21,21,18:00 a 23:59,Noche,Diciembre,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7755,2023,21,18,18:00 a 23:59,Noche,Diciembre,Jueves,Suchitepéquez,Mazatenango,Ignorada,Automóvil,Scion,Celeste,Ignorado,Ignorado,Colisión
7756,2023,21,20,18:00 a 23:59,Noche,Diciembre,Jueves,Alta Verapaz,Cobán,Ignorada,Automóvil,Chevrolet,Verde,2005,2000-2009,Colisión
7757,2023,21,18,18:00 a 23:59,Noche,Diciembre,Jueves,Baja Verapaz,Rabinal,Ignorada,Motocicleta,Otros,Negro,Ignorado,Ignorado,Colisión
7758,2023,21,1,00:00 a 05:59,Mañana,Diciembre,Jueves,Baja Verapaz,San Miguel Chicaj,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Choque
7759,2023,21,5,00:00 a 05:59,Mañana,Diciembre,Jueves,El Progreso,San Antonio la Paz,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
7760,2023,21,19,18:00 a 23:59,Noche,Diciembre,Jueves,Quiché,Ixcán,Ignorada,Camioneta,Toyota,Gris,Ignorado,Ignorado,Colisión
7761,2023,21,1,00:00 a 05:59,Mañana,Diciembre,Jueves,Chimaltenango,El Tejar,Ignorada,Automóvil,Honda,Azul,2010,2010-2019,Colisión
7762,2023,21,18,18:00 a 23:59,Noche,Diciembre,Martes,Jutiapa,Moyuta,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7763,2023,21,23,18:00 a 23:59,Noche,Diciembre,Jueves,Quetzaltenango,Quetzaltenango,3,Camioneta,Ford,Negro,2014,2010-2019,Colisión
7764,2023,22,19,18:00 a 23:59,Noche,Diciembre,Viernes,Guatemala,Guatemala,6,Motocicleta,Honda,Corinto,2022,2020-2029,Colisión
7765,2023,22,7,06:00 a 11:59,Mañana,Diciembre,Viernes,Guatemala,Palencia,Ignorada,Pick up,Toyota,Rojo,Ignorado,Ignorado,Choque
7766,2023,22,19,18:00 a 23:59,Noche,Diciembre,Viernes,Guatemala,Fraijanes,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7767,2023,22,2,00:00 a 05:59,Mañana,Diciembre,Viernes,Guatemala,Villa Nueva,12,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Derrape
7768,2023,22,19,18:00 a 23:59,Noche,Diciembre,Viernes,Guatemala,Guatemala,7,Automóvil,Ford,Corinto,Ignorado,Ignorado,Choque
7769,2023,22,6,06:00 a 11:59,Mañana,Diciembre,Viernes,Guatemala,Mixco,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7770,2023,22,20,18:00 a 23:59,Noche,Diciembre,Viernes,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,Bajaj,Negro,2022,2020-2029,Colisión
7771,2023,22,11,06:00 a 11:59,Mañana,Diciembre,Viernes,Jutiapa,Moyuta,Ignorada,Motocicleta,Yamaha,Negro,2023,2020-2029,Derrape
7772,2023,22,13,12:00 a 17:59,Tarde,Diciembre,Viernes,Escuintla,La Democracia,Ignorada,Pick up,Kia,Blanco,Ignorado,Ignorado,Colisión
7773,2023,22,0,00:00 a 05:59,Mañana,Diciembre,Viernes,Escuintla,Escuintla,Ignorada,Automóvil,Honda,Azul,Ignorado,Ignorado,Colisión
7774,2023,22,18,18:00 a 23:59,Noche,Diciembre,Viernes,Escuintla,La Democracia,Ignorada,Pick up,Toyota,Gris,2018,2010-2019,Colisión
7775,2023,22,17,12:00 a 17:59,Tarde,Diciembre,Viernes,Escuintla,Palín,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7776,2023,22,1,00:00 a 05:59,Mañana,Diciembre,Viernes,Santa Rosa,Barberena,Ignorada,Motocicleta,Honda,Negro,2004,2000-2009,Vuelco
7777,2023,22,17,12:00 a 17:59,Tarde,Diciembre,Viernes,Santa Rosa,Barberena,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7778,2023,22,17,12:00 a 17:59,Tarde,Diciembre,Viernes,Retalhuleu,Champerico,Ignorada,Camioneta,Toyota,Gris,Ignorado,Ignorado,Vuelco
7779,2023,22,19,18:00 a 23:59,Noche,Diciembre,Viernes,Quetzaltenango,El Palmar,Ignorada,Bus urbano,Internacional,Verde,Ignorado,Ignorado,Colisión
7780,2023,22,16,12:00 a 17:59,Tarde,Diciembre,Viernes,Huehuetenango,Chiantla,Ignorada,Camión,Ignorado,Blanco,Ignorado,Ignorado,Colisión
7781,2023,22,9,06:00 a 11:59,Mañana,Diciembre,Viernes,Izabal,Livingston,Ignorada,Cabezal,Freightliner,Blanco,2001,2000-2009,Colisión
7782,2023,22,18,18:00 a 23:59,Noche,Diciembre,Viernes,Petén,Melchor de Mencos,6,Bus urbano,Scania,Blanco,2018,2010-2019,Colisión
7783,2023,22,14,12:00 a 17:59,Tarde,Diciembre,Viernes,Petén,Flores,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7784,2023,22,3,00:00 a 05:59,Mañana,Diciembre,Viernes,Quiché,Ixcán,Ignorada,Pick up,Volkswagen,Blanco,Ignorado,Ignorado,Colisión
7785,2023,22,20,18:00 a 23:59,Noche,Diciembre,Viernes,Sacatepequez,San Juan Alotenango,Ignorada,Motocicleta,AHM,Rojo,Ignorado,Ignorado,Derrape
7786,2023,22,22,18:00 a 23:59,Noche,Diciembre,Viernes,Sacatepequez,Pastores,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
7787,2023,23,1,00:00 a 05:59,Mañana,Diciembre,Sábado,Guatemala,Villa Nueva,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape
7788,2023,23,4,00:00 a 05:59,Mañana,Diciembre,Sábado,Guatemala,Villa Nueva,Ignorada,Camión,Internacional,Blanco,Ignorado,Ignorado,Colisión
7789,2023,23,1,00:00 a 05:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,25,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7790,2023,23,2,00:00 a 05:59,Mañana,Diciembre,Sábado,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7791,2023,23,9,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,11,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7792,2023,23,11,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Villa Nueva,10,Ignorado,Hyundai,Varios colores,Ignorado,Ignorado,Colisión
7793,2023,23,18,18:00 a 23:59,Noche,Diciembre,Sábado,Jutiapa,Moyuta,Ignorada,Motocicleta,Freedom,Gris,Ignorado,Ignorado,Colisión
7794,2023,23,19,18:00 a 23:59,Noche,Diciembre,Sábado,Chiquimula,Quezaltepeque,Ignorada,Pick up,Toyota,Blanco,1996,1990-1999,Colisión
7795,2023,23,16,12:00 a 17:59,Tarde,Diciembre,Sábado,Zacapa,Zacapa,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
7796,2023,23,10,06:00 a 11:59,Mañana,Diciembre,Sábado,Santa Rosa,Barberena,Ignorada,Cuatrimoto,Bajaj,Rojo,2021,2020-2029,Colisión
7797,2023,22,15,12:00 a 17:59,Tarde,Diciembre,Viernes,Santa Rosa,Cuilapa,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7798,2023,23,6,06:00 a 11:59,Mañana,Diciembre,Sábado,Sacatepequez,Jocotenango,Ignorada,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Derrape
7799,2023,23,16,12:00 a 17:59,Tarde,Diciembre,Sábado,Guatemala,Guatemala,7,Camioneta,Hyundai,Rojo,2012,2010-2019,Colisión
7800,2023,23,17,12:00 a 17:59,Tarde,Diciembre,Sábado,Guatemala,San Pedro Sacatepéquez,Ignorada,Automóvil,Mazda,Blanco,2011,2010-2019,Colisión
7801,2023,23,17,12:00 a 17:59,Tarde,Diciembre,Sábado,Guatemala,San Pedro Ayampuc,Ignorada,Camioneta,Ignorado,Café,Ignorado,Ignorado,Colisión
7802,2023,23,18,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,San Vicente Pacaya,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión
7803,2023,23,19,18:00 a 23:59,Noche,Diciembre,Sábado,Escuintla,Santa Lucía Cotzumalguapa,1,Pick up,Toyota,Negro,1984,1980-1989,Colisión
7804,2023,23,0,00:00 a 05:59,Mañana,Diciembre,Sábado,Escuintla,Escuintla,Ignorada,Motocicleta,Yamaha,Gris,Ignorado,Ignorado,Derrape
7805,2023,23,12,12:00 a 17:59,Tarde,Diciembre,Sábado,Escuintla,Palín,Ignorada,Motocicleta,TVS Apache,Blanco,2020,2020-2029,Derrape
7806,2023,23,11,06:00 a 11:59,Mañana,Diciembre,Sábado,Chiquimula,Chiquimula,1,Automóvil,Kia,Azul,2016,2010-2019,Colisión
7807,2023,23,19,18:00 a 23:59,Noche,Diciembre,Sábado,Santa Rosa,Oratorio,Ignorada,Pick up,Toyota,Negro,Ignorado,Ignorado,Colisión
7808,2023,23,20,18:00 a 23:59,Noche,Diciembre,Sábado,Alta Verapaz,San Pedro Carchá,9,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión
7809,2023,23,16,12:00 a 17:59,Tarde,Diciembre,Sábado,Quetzaltenango,Quetzaltenango,Ignorada,Camioneta,Mitsubishi,Ignorado,Ignorado,Ignorado,Choque
7810,2023,23,5,00:00 a 05:59,Mañana,Diciembre,Sábado,Guatemala,Guatemala,18,Cabezal,Freightliner,Blanco,2007,2000-2009,Colisión
7811,2023,23,0,00:00 a 05:59,Mañana,Diciembre,Sábado,Santa Rosa,Cuilapa,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Derrape
7812,2023,23,3,00:00 a 05:59,Mañana,Diciembre,Sábado,Izabal,Livingston,Ignorada,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Derrape
7813,2023,23,8,06:00 a 11:59,Mañana,Diciembre,Sábado,Guatemala,Mixco,1,Motocicleta,MRT,Gris,2018,2010-2019,Derrape
7814,2023,23,11,06:00 a 11:59,Mañana,Diciembre,Sábado,Santa Rosa,Guazacapán,Ignorada,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Derrape
7815,2023,24,5,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Guatemala,3,Pick up,Chevrolet,Ignorado,2004,2000-2009,Colisión
7816,2023,24,2,00:00 a 05:59,Mañana,Diciembre,Domingo,Guatemala,Guatemala,8,Motocicleta,Italika,Azul,Ignorado,Ignorado,Choque
7817,2023,24,11,06:00 a 11:59,Mañana,Diciembre,Domingo,Guatemala,Guatemala,18,Automóvil,Honda,Ignorado,Ignorado,Ignorado,Colisión
7818,2023,24,17,12:00 a 17:59,Tarde,Diciembre,Domingo,Guatemala,Fraijanes,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7819,2023,24,9,06:00 a 11:59,Mañana,Diciembre,Domingo,Guatemala,Villa Nueva,Ignorada,Motocicleta,Suzuki,Gris,2021,2020-2029,Colisión
7820,2023,24,10,06:00 a 11:59,Mañana,Diciembre,Domingo,Guatemala,Villa Nueva,2,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape
7821,2023,24,14,12:00 a 17:59,Tarde,Diciembre,Domingo,Guatemala,Villa Nueva,7,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
7822,2023,24,14,12:00 a 17:59,Tarde,Diciembre,Domingo,Guatemala,Petapa,7,Pick up,Chevrolet,Azul,1997,1990-1999,Colisión
7823,2023,24,18,18:00 a 23:59,Noche,Diciembre,Domingo,Guatemala,Mixco,4,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión
7824,2023,24,0,00:00 a 05:59,Mañana,Diciembre,Domingo,Jalapa,Jalapa,Ignorada,Camioneta,Hyundai,Blanco,Ignorado,Ignorado,Colisión
7825,2023,24,10,06:00 a 11:59,Mañana,Diciembre,Domingo,Zacapa,Zacapa,Ignorada,Automóvil,Honda,Beige,2001,2000-2009,Choque
7826,2023,24,21,18:00 a 23:59,Noche,Diciembre,Domingo,Zacapa,Río Hondo,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7827,2023,24,8,06:00 a 11:59,Mañana,Diciembre,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Haojue,Rojo,Ignorado,Ignorado,Colisión
7828,2023,24,12,12:00 a 17:59,Tarde,Diciembre,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión
7829,2023,24,11,06:00 a 11:59,Mañana,Diciembre,Domingo,Santa Rosa,Santa Cruz el Naranjo,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión
7830,2023,24,9,06:00 a 11:59,Mañana,Diciembre,Domingo,Santa Rosa,Chiquimulilla,Ignorada,Camioneta,Ignorado,Azul,Ignorado,Ignorado,Choque
7831,2023,24,18,18:00 a 23:59,Noche,Diciembre,Domingo,Retalhuleu,Santa Cruz Muluá,Ignorada,Camioneta,Mitsubishi,Blanco,Ignorado,Ignorado,Colisión
7832,2023,24,4,00:00 a 05:59,Mañana,Diciembre,Domingo,Quetzaltenango,San Martín Sacatepéquez,Ignorada,Camioneta,Honda,Gris,2006,2000-2009,Colisión
7833,2023,24,5,00:00 a 05:59,Mañana,Diciembre,Domingo,Totonicapán,Totonicapán,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape
7834,2023,24,15,12:00 a 17:59,Tarde,Diciembre,Domingo,Alta Verapaz,Chisec,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
7835,2023,24,18,18:00 a 23:59,Noche,Diciembre,Domingo,Alta Verapaz,San Cristóbal Verapaz,1,Pick up,Volkswagen,Blanco,Ignorado,Ignorado,Derrape
7836,2023,24,21,18:00 a 23:59,Noche,Diciembre,Domingo,Alta Verapaz,San Pedro Carchá,Ignorada,Microbús,Nissan,Gris,Ignorado,Ignorado,Colisión
7837,2023,24,0,00:00 a 05:59,Mañana,Diciembre,Domingo,Baja Verapaz,Rabinal,Ignorada,Camioneta,Honda,Ignorado,2003,2000-2009,Colisión
7838,2023,24,17,12:00 a 17:59,Tarde,Diciembre,Domingo,Baja Verapaz,Cubulco,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión
7839,2023,24,18,18:00 a 23:59,Noche,Diciembre,Domingo,El Progreso,San Agustín Acasaguastlán,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión
7840,2023,24,9,06:00 a 11:59,Mañana,Diciembre,Domingo,Petén,Sayaxché,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
7841,2023,24,20,18:00 a 23:59,Noche,Diciembre,Domingo,Quiché,Chiché,Ignorada,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
7842,2023,25,1,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,Fraijanes,Ignorada,Automóvil,Toyota,Blanco,Ignorado,Ignorado,Colisión
7843,2023,25,5,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,Guatemala,7,Motocicleta,Serpento,Verde,2021,2020-2029,Colisión
7844,2023,25,5,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,Amatitlán,Ignorada,Motocicleta,Freedom,Gris,Ignorado,Ignorado,Colisión
7845,2023,25,5,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,Petapa,Ignorada,Motocicleta,Otros,Negro,Ignorado,Ignorado,Derrape
7846,2023,25,1,00:00 a 05:59,Mañana,Diciembre,Lunes,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,Suzuki,Negro,2020,2020-2029,Derrape
7847,2023,25,1,00:00 a 05:59,Mañana,Diciembre,Lunes,Jutiapa,Jutiapa,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape
7848,2023,25,7,06:00 a 11:59,Mañana,Diciembre,Lunes,Izabal,Puerto Barrios,Ignorada,Camioneta,Mitsubishi,Rojo,2013,2010-2019,Colisión
7849,2023,25,11,06:00 a 11:59,Mañana,Diciembre,Lunes,Santa Rosa,Oratorio,Ignorada,Automóvil,Mitsubishi,Gris,2003,2000-2009,Colisión
7850,2023,25,11,06:00 a 11:59,Mañana,Diciembre,Lunes,Sacatepequez,Magdalena Milpas Altas,Ignorada,Automóvil,Audi,Gris,2010,2010-2019,Colisión
7851,2023,25,18,18:00 a 23:59,Noche,Diciembre,Lunes,Totonicapán,Totonicapán,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape
7852,2023,25,16,12:00 a 17:59,Tarde,Diciembre,Lunes,Huehuetenango,Aguacatán,Ignorada,Camioneta,Mitsubishi,Corinto,2008,2000-2009,Colisión
7853,2023,25,6,06:00 a 11:59,Mañana,Diciembre,Lunes,Retalhuleu,Santa Cruz Muluá,Ignorada,Automóvil,Hyundai,Gris,Ignorado,Ignorado,Colisión
7854,2023,25,15,12:00 a 17:59,Tarde,Diciembre,Lunes,Guatemala,Amatitlán,Ignorada,Motocicleta,TVS Apache,Ignorado,Ignorado,Ignorado,Colisión
7855,2023,25,19,18:00 a 23:59,Noche,Diciembre,Lunes,Guatemala,Villa Nueva,3,Motocicleta,Suzuki,Azul,2016,2010-2019,Derrape
7856,2023,25,15,12:00 a 17:59,Tarde,Diciembre,Lunes,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Italika,Azul,Ignorado,Ignorado,Derrape
7857,2023,25,23,18:00 a 23:59,Noche,Diciembre,Lunes,Alta Verapaz,San Pedro Carchá,Ignorada,Automóvil,Toyota,Verde,Ignorado,Ignorado,Colisión
