núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
2553,2023,22,21,18:00 a 23:59,Noche,Abril,Sábado,El Progreso,Morazán,Ignorada,Camión,Hino,Celeste,Ignorado,Ignorado,Colisión
2554,2023,22,11,06:00 a 11:59,Mañana,Abril,Sábado,El Progreso,Guastatoya,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2555,2023,22,23,18:00 a 23:59,Noche,Abril,Sábado,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión
2556,2023,22,2,00:00 a 05:59,Mañana,Abril,Sábado,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Ignorado,Celeste,Ignorado,Ignorado,Choque
2557,2023,22,23,18:00 a 23:59,Noche,Abril,Sábado,Chimaltenango,Chimaltenango,Ignorada,Pick up,Isuzu,Gris,Ignorado,Ignorado,Colisión
2558,2023,22,5,00:00 a 05:59,Mañana,Abril,Sábado,Sacatepequez,Jocotenango,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape
2559,2023,22,14,12:00 a 17:59,Tarde,Abril,Sábado,Sacatepequez,Santiago Sacatepéquez,Ignorada,Motocicleta,Suzuki,Gris,2020,2020-2029,Colisión
2560,2023,23,3,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,18,Motocicleta,X-bow KRM,Blanco,2020,2020-2029,Derrape
2561,2023,23,17,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,San José Pinula,Ignorada,Camioneta,Toyota,Gris,2014,2010-2019,Colisión
2562,2023,23,3,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,21,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque
2563,2023,23,1,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,7,Automóvil,Mazda,Azul,Ignorado,Ignorado,Colisión
2564,2023,23,1,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,21,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2565,2023,23,10,06:00 a 11:59,Mañana,Abril,Domingo,Guatemala,Guatemala,12,Motocicleta,Italika,Negro,2022,2020-2029,Derrape
2566,2023,23,3,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Amatitlán,Ignorada,Motocicleta,Bajaj,Corinto,Ignorado,Ignorado,Derrape
2567,2023,23,16,12:00 a 17:59,Tarde,Abril,Domingo,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión
2568,2023,23,15,12:00 a 17:59,Tarde,Abril,Domingo,Jutiapa,Jutiapa,Ignorada,Automóvil,Honda,Ignorado,2013,2010-2019,Colisión
2569,2023,23,23,18:00 a 23:59,Noche,Abril,Domingo,Escuintla,Escuintla,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2570,2023,23,2,00:00 a 05:59,Mañana,Abril,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,X-bow KRM,Anaranjado,Ignorado,Ignorado,Colisión
2571,2023,23,13,12:00 a 17:59,Tarde,Abril,Domingo,Escuintla,Masagua,Ignorada,Motocicleta,Italika,Negro,2021,2020-2029,Colisión
2572,2023,23,6,06:00 a 11:59,Mañana,Abril,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
2573,2023,23,2,00:00 a 05:59,Mañana,Abril,Domingo,Escuintla,Palín,Ignorada,Motocicleta,Pegasus,Rojo,Ignorado,Ignorado,Derrape
2574,2023,23,17,12:00 a 17:59,Tarde,Abril,Domingo,Escuintla,Nueva Concepción,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
2575,2023,23,17,12:00 a 17:59,Tarde,Abril,Domingo,Escuintla,Siquinalá,Ignorada,Pick up,Ford,Negro,2007,2000-2009,Choque
2576,2023,23,23,18:00 a 23:59,Noche,Abril,Domingo,Escuintla,Escuintla,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2577,2023,23,13,12:00 a 17:59,Tarde,Abril,Domingo,Santa Rosa,Cuilapa,Ignorada,Camioneta,Hyundai,Blanco,2021,2020-2029,Colisión
2578,2023,23,14,12:00 a 17:59,Tarde,Abril,Domingo,Suchitepéquez,San José La Máquina,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión
2579,2023,23,0,00:00 a 05:59,Mañana,Abril,Domingo,San Marcos,San Marcos,Ignorada,Camión,Hino,Ignorado,Ignorado,Ignorado,Colisión
2580,2023,23,1,00:00 a 05:59,Mañana,Abril,Domingo,Alta Verapaz,Cobán,Ignorada,Automóvil,Mazda,Verde,Ignorado,Ignorado,Colisión
2581,2023,23,1,00:00 a 05:59,Mañana,Abril,Domingo,Alta Verapaz,Cobán,Ignorada,Cabezal,Freightliner,Blanco,2005,2000-2009,Colisión
2582,2023,23,21,18:00 a 23:59,Noche,Abril,Domingo,Alta Verapaz,Tamahú,Ignorada,Camión,Nissan,Blanco,1998,1990-1999,Colisión
2583,2023,23,1,00:00 a 05:59,Mañana,Abril,Domingo,Alta Verapaz,Cobán,Ignorada,Microbús,Toyota,Gris,2017,2010-2019,Colisión
2584,2023,23,1,00:00 a 05:59,Mañana,Abril,Domingo,Alta Verapaz,Cobán,Ignorada,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Colisión
2585,2023,23,17,12:00 a 17:59,Tarde,Abril,Domingo,Baja Verapaz,Salamá,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión
2586,2023,23,2,00:00 a 05:59,Mañana,Abril,Domingo,Izabal,Puerto Barrios,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2587,2023,23,23,18:00 a 23:59,Noche,Abril,Domingo,Izabal,Morales,Ignorada,Motocicleta,Honda,Blanco,2015,2010-2019,Colisión
2588,2023,23,23,18:00 a 23:59,Noche,Abril,Domingo,Petén,San Benito,Ignorada,Motocicleta,Italika,Azul,Ignorado,Ignorado,Choque
2589,2023,23,20,18:00 a 23:59,Noche,Abril,Domingo,Petén,Flores,Ignorada,Motocicleta,Italika,Rojo,2020,2020-2029,Colisión
2590,2023,23,13,12:00 a 17:59,Tarde,Abril,Domingo,Sacatepequez,San Lucas Sacatepéquez,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión
2591,2023,23,14,12:00 a 17:59,Tarde,Abril,Domingo,Sacatepequez,Santiago Sacatepéquez,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
2592,2023,23,23,18:00 a 23:59,Noche,Abril,Domingo,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape
2593,2023,23,13,12:00 a 17:59,Tarde,Abril,Domingo,Sacatepequez,San Lucas Sacatepéquez,Ignorada,Pick up,Honda,Azul,Ignorado,Ignorado,Colisión
2594,2023,24,18,18:00 a 23:59,Noche,Abril,Lunes,Guatemala,Guatemala,1,Motocicleta,Honda,Rojo,2021,2020-2029,Colisión
2595,2023,24,23,18:00 a 23:59,Noche,Abril,Lunes,Guatemala,Guatemala,1,Motocicleta,Yamaha,Gris,2020,2020-2029,Colisión
2596,2023,24,18,18:00 a 23:59,Noche,Abril,Lunes,Guatemala,Guatemala,1,Pick up,Mazda,Verde,2000,2000-2009,Colisión
2597,2023,24,15,12:00 a 17:59,Tarde,Abril,Lunes,Guatemala,Guatemala,18,Automóvil,Toyota,Beige,2005,2000-2009,Colisión
2598,2023,24,10,06:00 a 11:59,Mañana,Abril,Lunes,Guatemala,Mixco,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2599,2023,24,9,06:00 a 11:59,Mañana,Abril,Lunes,Jutiapa,Yupiltepeque,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape
2600,2023,24,10,06:00 a 11:59,Mañana,Abril,Lunes,Jalapa,Jalapa,Ignorada,Pick up,Nissan,Ignorado,Ignorado,Ignorado,Colisión
2601,2023,24,16,12:00 a 17:59,Tarde,Abril,Lunes,Chiquimula,Chiquimula,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión
2602,2023,24,16,12:00 a 17:59,Tarde,Abril,Lunes,Chiquimula,Chiquimula,Ignorada,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisión
2603,2023,24,22,18:00 a 23:59,Noche,Abril,Lunes,Escuintla,Escuintla,Ignorada,Camión,Volvo,Azul,Ignorado,Ignorado,Colisión
2604,2023,24,6,06:00 a 11:59,Mañana,Abril,Lunes,Escuintla,Tiquisate,Ignorada,Motocicleta,Italika,Rojo,2023,2020-2029,Colisión
2605,2023,24,6,06:00 a 11:59,Mañana,Abril,Lunes,Escuintla,La Gomera,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2606,2023,24,10,06:00 a 11:59,Mañana,Abril,Lunes,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2607,2023,24,6,06:00 a 11:59,Mañana,Abril,Lunes,Escuintla,Tiquisate,Ignorada,Pick up,Toyota,Gris,1999,1990-1999,Colisión
2608,2023,24,6,06:00 a 11:59,Mañana,Abril,Lunes,Escuintla,Escuintla,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión
2609,2023,24,0,00:00 a 05:59,Mañana,Abril,Lunes,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Camioneta,Ford,Corinto,2008,2000-2009,Colisión
2610,2023,24,18,18:00 a 23:59,Noche,Abril,Lunes,Alta Verapaz,Santa Catalina La Tinta,Ignorada,Microbús,Hyundai,Blanco,1999,1990-1999,Colisión
2611,2023,24,19,18:00 a 23:59,Noche,Abril,Lunes,Baja Verapaz,Salamá,Ignorada,Microbús,Toyota,Gris,2016,2010-2019,Derrape
2612,2023,24,8,06:00 a 11:59,Mañana,Abril,Lunes,Chimaltenango,Zaragoza,Ignorada,Camión,Kia,Blanco,Ignorado,Ignorado,Colisión
2613,2023,24,17,12:00 a 17:59,Tarde,Abril,Lunes,Chimaltenango,Parramos,Ignorada,Motocicleta,Italika,Negro,2022,2020-2029,Colisión
2614,2023,24,7,06:00 a 11:59,Mañana,Abril,Lunes,Sacatepequez,Antigua Guatemala,Ignorada,Automóvil,Honda,Rojo,Ignorado,Ignorado,Colisión
2615,2023,25,11,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,Guatemala,9,Motocicleta,Serpento,Azul,Ignorado,Ignorado,Colisión
2616,2023,25,20,18:00 a 23:59,Noche,Abril,Martes,Guatemala,Fraijanes,Ignorada,Cabezal,Ford,Blanco,1991,1990-1999,Colisión
2617,2023,25,10,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,Guatemala,14,Camioneta,Chevrolet,Gris,Ignorado,Ignorado,Colisión
2618,2023,25,20,18:00 a 23:59,Noche,Abril,Martes,Guatemala,Fraijanes,Ignorada,Motocicleta,Bajaj,Negro,2017,2010-2019,Colisión
2619,2023,25,10,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,Guatemala,14,Motocicleta,Loncin,Azul,Ignorado,Ignorado,Colisión
2620,2023,25,7,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,Guatemala,12,Automóvil,Toyota,Azul,Ignorado,Ignorado,Colisión
2621,2023,25,10,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,Mixco,9,Automóvil,Toyota,Azul,Ignorado,Ignorado,Colisión
2622,2023,25,11,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,San Juan Sacatepéquez,Ignorada,Automóvil,Honda,Negro,2012,2010-2019,Colisión
2623,2023,25,10,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,Mixco,9,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2624,2023,25,11,06:00 a 11:59,Mañana,Abril,Martes,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,TVS Apache,Negro,2022,2020-2029,Colisión
2625,2023,25,20,18:00 a 23:59,Noche,Abril,Martes,Jutiapa,Jutiapa,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape
2626,2023,25,0,00:00 a 05:59,Mañana,Abril,Martes,Zacapa,Estanzuela,Ignorada,Cabezal,Freightliner,Gris,1994,1990-1999,Colisión
2627,2023,25,1,00:00 a 05:59,Mañana,Abril,Martes,Escuintla,Escuintla,Ignorada,Cabezal,Volvo,Café,Ignorado,Ignorado,Colisión
2628,2023,25,18,18:00 a 23:59,Noche,Abril,Martes,Retalhuleu,San Andrés Villa Seca,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión
2629,2023,25,11,06:00 a 11:59,Mañana,Abril,Martes,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Camión,Nissan,Blanco,1997,1990-1999,Colisión
2630,2023,25,19,18:00 a 23:59,Noche,Abril,Martes,Chimaltenango,San Andrés Itzapa,Ignorada,Motocicleta,Honda,Azul,2006,2000-2009,Colisión
2631,2023,25,15,12:00 a 17:59,Tarde,Abril,Martes,Sacatepequez,Antigua Guatemala,Ignorada,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión
2632,2023,25,18,18:00 a 23:59,Noche,Abril,Martes,Sacatepequez,Antigua Guatemala,Ignorada,Camión,Internacional,Azul,Ignorado,Ignorado,Colisión
2633,2023,25,19,18:00 a 23:59,Noche,Abril,Martes,Sacatepequez,Antigua Guatemala,Ignorada,Camioneta,Mazda,Gris,2002,2000-2009,Colisión
2634,2023,25,15,12:00 a 17:59,Tarde,Abril,Martes,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2635,2023,25,19,18:00 a 23:59,Noche,Abril,Martes,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Serpento,Azul,Ignorado,Ignorado,Colisión
2636,2023,25,18,18:00 a 23:59,Noche,Abril,Martes,Sacatepequez,Antigua Guatemala,Ignorada,Pick up,Isuzu,Negro,Ignorado,Ignorado,Colisión
2637,2023,26,19,18:00 a 23:59,Noche,Abril,Miércoles,Guatemala,Guatemala,8,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
2638,2023,26,19,18:00 a 23:59,Noche,Abril,Miércoles,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Italika,Azul,2018,2010-2019,Colisión
2639,2023,26,7,06:00 a 11:59,Mañana,Abril,Miércoles,Guatemala,Guatemala,7,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2640,2023,26,8,06:00 a 11:59,Mañana,Abril,Miércoles,Guatemala,Mixco,8,Automóvil,Mitsubishi,Gris,2003,2000-2009,Colisión
2641,2023,26,16,12:00 a 17:59,Tarde,Abril,Miércoles,Guatemala,Guatemala,19,Automóvil,Mitsubishi,Azul,2019,2010-2019,Colisión
2642,2023,26,23,18:00 a 23:59,Noche,Abril,Miércoles,Guatemala,Mixco,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2643,2023,26,8,06:00 a 11:59,Mañana,Abril,Miércoles,Guatemala,Mixco,8,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión
2644,2023,26,16,12:00 a 17:59,Tarde,Abril,Miércoles,Guatemala,Guatemala,19,Motocicleta,Haojue,Azul,2024,2020-2029,Colisión
2645,2023,26,23,18:00 a 23:59,Noche,Abril,Miércoles,Guatemala,Mixco,Ignorada,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Colisión
2646,2023,26,21,18:00 a 23:59,Noche,Abril,Miércoles,Guatemala,Mixco,6,Motocicleta,Suzuki,Azul,2021,2020-2029,Derrape
2647,2023,26,11,06:00 a 11:59,Mañana,Abril,Miércoles,Jutiapa,El Progreso,Ignorada,Camioneta,Dodge,Blanco,Ignorado,Ignorado,Colisión
2648,2023,26,0,00:00 a 05:59,Mañana,Abril,Miércoles,Escuintla,Escuintla,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2649,2023,26,22,18:00 a 23:59,Noche,Abril,Miércoles,Escuintla,Escuintla,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2650,2023,26,0,00:00 a 05:59,Mañana,Abril,Miércoles,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2651,2023,26,22,18:00 a 23:59,Noche,Abril,Miércoles,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión
2652,2023,26,17,12:00 a 17:59,Tarde,Abril,Miércoles,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Negro,2008,2000-2009,Colisión
2653,2023,26,18,18:00 a 23:59,Noche,Abril,Miércoles,Alta Verapaz,Raxruhá,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape
2654,2023,26,19,18:00 a 23:59,Noche,Abril,Miércoles,Alta Verapaz,Cobán,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión
2655,2023,26,20,18:00 a 23:59,Noche,Abril,Miércoles,Izabal,El Estor,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape
2656,2023,26,15,12:00 a 17:59,Tarde,Abril,Miércoles,Quiché,Santa Cruz del Quiché,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2657,2023,27,20,18:00 a 23:59,Noche,Abril,Jueves,Guatemala,Guatemala,1,Camioneta,Kia,Negro,2012,2010-2019,Colisión
2658,2023,27,15,12:00 a 17:59,Tarde,Abril,Jueves,Guatemala,Guatemala,9,Motocicleta,Genesis,Negro,2009,2000-2009,Derrape
2659,2023,27,20,18:00 a 23:59,Noche,Abril,Jueves,Guatemala,Guatemala,1,Motocicleta,Harley Davidson,Negro,2007,2000-2009,Colisión
2660,2023,27,8,06:00 a 11:59,Mañana,Abril,Jueves,Guatemala,Guatemala,6,Cuatrimoto,Ignorado,Rojo,Ignorado,Ignorado,Vuelco
2661,2023,27,21,18:00 a 23:59,Noche,Abril,Jueves,Guatemala,Guatemala,18,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2662,2023,27,17,12:00 a 17:59,Tarde,Abril,Jueves,Guatemala,Guatemala,12,Automóvil,Hyundai,Rojo,2013,2010-2019,Colisión
2663,2023,27,23,18:00 a 23:59,Noche,Abril,Jueves,Guatemala,Villa Nueva,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2664,2023,27,8,06:00 a 11:59,Mañana,Abril,Jueves,Guatemala,Mixco,8,Automóvil,Suzuki,Blanco,Ignorado,Ignorado,Colisión
2665,2023,27,12,12:00 a 17:59,Tarde,Abril,Jueves,Guatemala,Mixco,7,Motocicleta,Suzuki,Azul,2020,2020-2029,Colisión
2666,2023,27,17,12:00 a 17:59,Tarde,Abril,Jueves,Jutiapa,Jutiapa,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2667,2023,27,20,18:00 a 23:59,Noche,Abril,Jueves,Zacapa,Zacapa,Ignorada,Camioneta,Honda,Verde,2001,2000-2009,Colisión
2668,2023,27,15,12:00 a 17:59,Tarde,Abril,Jueves,Quetzaltenango,San Juan Ostuncalco,Ignorada,Automóvil,Toyota,Gris,1995,1990-1999,Colisión
2669,2023,27,8,06:00 a 11:59,Mañana,Abril,Jueves,San Marcos,San Marcos,1,Camión,Hino,Blanco,2022,2020-2029,Colisión
2670,2023,27,17,12:00 a 17:59,Tarde,Abril,Jueves,Petén,Santa Ana,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Vuelco
2671,2023,28,6,06:00 a 11:59,Mañana,Abril,Viernes,Guatemala,Guatemala,11,Camioneta,Toyota,Gris,2014,2010-2019,Colisión
2672,2023,28,11,06:00 a 11:59,Mañana,Abril,Viernes,Izabal,Los Amates,Ignorada,Camión,Hino,Blanco,2003,2000-2009,Colisión
2673,2023,28,9,06:00 a 11:59,Mañana,Abril,Viernes,Jalapa,Monjas,Ignorada,Microbús,Changan,Blanco,2023,2020-2029,Colisión
2674,2023,28,20,18:00 a 23:59,Noche,Abril,Viernes,Petén,Poptún,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
2675,2023,28,11,06:00 a 11:59,Mañana,Abril,Viernes,Santa Rosa,Barberena,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
2676,2023,28,22,18:00 a 23:59,Noche,Abril,Viernes,Chimaltenango,Chimaltenango,2,Automóvil,Mazda,Negro,2017,2010-2019,Colisión
2677,2023,28,17,12:00 a 17:59,Tarde,Abril,Viernes,Guatemala,San Pedro Sacatepéquez,Ignorada,Automóvil,Toyota,Blanco,Ignorado,Ignorado,Colisión
2678,2023,28,7,06:00 a 11:59,Mañana,Abril,Viernes,Escuintla,Escuintla,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
2679,2023,28,18,18:00 a 23:59,Noche,Abril,Viernes,Escuintla,San José,Ignorada,Cuatrimoto,Bajaj,Rojo,2015,2010-2019,Colisión
2680,2023,28,22,18:00 a 23:59,Noche,Abril,Viernes,Escuintla,Palín,Ignorada,Motocicleta,Movesa,Rojo,2017,2010-2019,Colisión
2681,2023,28,0,00:00 a 05:59,Mañana,Abril,Viernes,Escuintla,Tiquisate,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape
2682,2023,28,9,06:00 a 11:59,Mañana,Abril,Viernes,Guatemala,Villa Nueva,Ignorada,Bus urbano,Internacional,Azul,Ignorado,Ignorado,Vuelco
2683,2023,28,17,12:00 a 17:59,Tarde,Abril,Viernes,San Marcos,San Marcos,Ignorada,Camioneta,Honda,Gris,Ignorado,Ignorado,Colisión
2684,2023,28,19,18:00 a 23:59,Noche,Abril,Viernes,Petén,Flores,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2685,2023,28,22,18:00 a 23:59,Noche,Abril,Viernes,Guatemala,Fraijanes,Ignorada,Automóvil,Ignorado,Gris,Ignorado,Ignorado,Colisión
2686,2023,28,22,18:00 a 23:59,Noche,Abril,Viernes,Sacatepequez,Santa María de Jesús,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2687,2023,29,6,06:00 a 11:59,Mañana,Abril,Sábado,Guatemala,Guatemala,7,Automóvil,Chevrolet,Verde,2017,2010-2019,Colisión
2688,2023,29,22,18:00 a 23:59,Noche,Abril,Sábado,Guatemala,Guatemala,12,Automóvil,Mazda,Blanco,Ignorado,Ignorado,Vuelco
2689,2023,29,21,18:00 a 23:59,Noche,Abril,Sábado,San Marcos,Pajapita,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
2690,2023,29,19,18:00 a 23:59,Noche,Abril,Sábado,Jutiapa,Jutiapa,Ignorada,Motocicleta,TVS Apache,Azul,2022,2020-2029,Colisión
2691,2023,29,6,06:00 a 11:59,Mañana,Abril,Sábado,Santa Rosa,Barberena,Ignorada,Motocicleta,Otros,Negro,Ignorado,Ignorado,Derrape
2692,2023,29,17,12:00 a 17:59,Tarde,Abril,Sábado,Petén,Poptún,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
2693,2023,29,12,12:00 a 17:59,Tarde,Abril,Sábado,Escuintla,Escuintla,Ignorada,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,Colisión
2694,2023,29,17,12:00 a 17:59,Tarde,Abril,Sábado,Escuintla,Palín,Ignorada,Automóvil,Mazda,Ignorado,2011,2010-2019,Vuelco
2695,2023,29,1,00:00 a 05:59,Mañana,Abril,Sábado,Escuintla,Escuintla,1,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión
2696,2023,29,16,12:00 a 17:59,Tarde,Abril,Sábado,Escuintla,Sipacate,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque
2697,2023,29,18,18:00 a 23:59,Noche,Abril,Sábado,Escuintla,Palín,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2698,2023,29,21,18:00 a 23:59,Noche,Abril,Sábado,Escuintla,Tiquisate,Ignorada,Bus urbano,Ignorado,Amarillo,Ignorado,Ignorado,Colisión
2699,2023,29,2,00:00 a 05:59,Mañana,Abril,Sábado,Huehuetenango,Jacaltenango,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2700,2023,29,20,18:00 a 23:59,Noche,Abril,Sábado,Retalhuleu,Retalhuleu,Ignorada,Pick up,Mazda,Blanco,2011,2010-2019,Colisión
2701,2023,29,16,12:00 a 17:59,Tarde,Abril,Sábado,El Progreso,Sanarate,Ignorada,Camión,Hyundai,Blanco,2007,2000-2009,Colisión
2702,2023,29,20,18:00 a 23:59,Noche,Abril,Sábado,Guatemala,Guatemala,21,Automóvil,Ford,Gris,2013,2010-2019,Colisión
2703,2023,29,23,18:00 a 23:59,Noche,Abril,Sábado,Santa Rosa,Guazacapán,Ignorada,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Derrape
2704,2023,29,3,00:00 a 05:59,Mañana,Abril,Sábado,Santa Rosa,Cuilapa,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
2705,2023,30,1,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,1,Automóvil,Hyundai,Gris,2013,2010-2019,Colisión
2706,2023,30,2,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Guatemala,7,Motocicleta,Italika,Azul,2019,2010-2019,Derrape
2707,2023,30,22,18:00 a 23:59,Noche,Abril,Domingo,Guatemala,Guatemala,11,Motocicleta,Avanti,Negro,Ignorado,Ignorado,Derrape
2708,2023,30,5,00:00 a 05:59,Mañana,Abril,Domingo,Guatemala,Amatitlán,Ignorada,Motocicleta,Italika,Negro,2020,2020-2029,Derrape
2709,2023,30,6,06:00 a 11:59,Mañana,Abril,Domingo,Guatemala,Guatemala,11,Camioneta,Kia,Negro,2000,2000-2009,Colisión
2710,2023,30,8,06:00 a 11:59,Mañana,Abril,Domingo,Guatemala,Mixco,6,Bus urbano,Internacional,Rojo,1999,1990-1999,Colisión
2711,2023,30,13,12:00 a 17:59,Tarde,Abril,Domingo,Petén,San Benito,Ignorada,Pick up,Nissan,Blanco,Ignorado,Ignorado,Colisión
2712,2023,30,0,00:00 a 05:59,Mañana,Abril,Domingo,Alta Verapaz,Panzós,Ignorada,Pick up,Nissan,Negro,1997,1990-1999,Colisión
2713,2023,30,5,00:00 a 05:59,Mañana,Abril,Domingo,Suchitepéquez,Mazatenango,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión
2714,2023,30,17,12:00 a 17:59,Tarde,Abril,Domingo,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Pick up,Mitsubishi,Negro,Ignorado,Ignorado,Colisión
2715,2023,30,19,18:00 a 23:59,Noche,Abril,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Negro,2018,2010-2019,Colisión
2716,2023,30,2,00:00 a 05:59,Mañana,Abril,Domingo,Escuintla,Escuintla,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
